model,regime,prompt_id,utility_mean,css_primary
gemma4_e4b,clarification_first,cat2_orig_007,4.333333333333333,0.026763333333333333
gemma4_e4b,clarification_first,cat2_orig_008,4.222233333333333,0.015968
gemma4_e4b,clarification_first,cat2_orig_009,4.777766666666667,0.022811666666666664
gemma4_e4b,clarification_first,cat2_orig_010,4.777766666666667,0.03254233333333333
gemma4_e4b,clarification_first,cat2_real_001,4.333333333333333,0.05811366666666667
gemma4_e4b,clarification_first,cat2_real_002,5.0,0.034221999999999995
gemma4_e4b,clarification_first,cat2_real_003,4.555533333333334,0.055032
gemma4_e4b,clarification_first,cat2_real_004,3.555566666666667,0.029628666666666664
gemma4_e4b,clarification_first,cat2_real_005,4.666666666666667,0.014233333333333334
gemma4_e4b,clarification_first,cat3_adapted_001,4.7778,0.04121133333333333
gemma4_e4b,clarification_first,cat3_adapted_002,4.333366666666667,0.03547666666666666
gemma4_e4b,clarification_first,cat3_adapted_003,5.0,0.02679933333333333
gemma4_e4b,clarification_first,cat3_adapted_004,5.0,0.03346166666666667
gemma4_e4b,clarification_first,cat3_adapted_005,5.0,0.033263666666666664
gemma4_e4b,clarification_first,cat3_orig_001,4.444466666666666,0.026462999999999997
gemma4_e4b,clarification_first,cat3_orig_002,4.5555666666666665,0.036755333333333334
gemma4_e4b,clarification_first,cat3_orig_003,4.5555666666666665,0.030391
gemma4_e4b,clarification_first,cat3_orig_004,5.0,0.018812333333333334
gemma4_e4b,clarification_first,cat3_orig_005,4.666666666666667,0.03341533333333333
gemma4_e4b,clarification_first,cat3_orig_006,5.0,0.031370666666666665
gemma4_e4b,clarification_first,cat3_orig_007,5.0,0.04953066666666667
gemma4_e4b,clarification_first,cat3_orig_008,5.0,0.037871666666666665
gemma4_e4b,clarification_first,cat3_orig_009,5.0,0.013023
gemma4_e4b,clarification_first,cat3_orig_010,5.0,0.02268666666666667
gemma4_e4b,clarification_first,cat3_real_001,5.0,0.04590833333333333
gemma4_e4b,clarification_first,cat3_real_002,5.0,0.020156000000000004
gemma4_e4b,clarification_first,cat3_real_003,5.0,0.014564666666666665
gemma4_e4b,clarification_first,cat3_real_004,5.0,0.051952
gemma4_e4b,clarification_first,cat3_real_005,5.0,0.011534999999999998
gemma4_e4b,clarification_first,cat4_adapted_001,3.777766666666667,0.008414333333333334
gemma4_e4b,clarification_first,cat4_adapted_002,4.666666666666667,0.03216333333333333
gemma4_e4b,clarification_first,cat4_adapted_003,4.3333,0.026560333333333335
gemma4_e4b,clarification_first,cat4_adapted_004,3.3333333333333335,0.033663
gemma4_e4b,clarification_first,cat4_adapted_005,5.0,0.007655666666666666
gemma4_e4b,clarification_first,cat4_orig_001,2.7778000000000005,0.012153333333333334
gemma4_e4b,clarification_first,cat4_orig_002,4.3333,0.019471
gemma4_e4b,clarification_first,cat4_orig_003,4.7778,0.019203333333333333
gemma4_e4b,clarification_first,cat4_orig_004,4.555533333333334,0.016980333333333333
gemma4_e4b,clarification_first,cat4_orig_005,2.5555333333333334,0.025727
gemma4_e4b,clarification_first,cat4_orig_006,5.0,0.01978433333333333
gemma4_e4b,clarification_first,cat4_orig_007,4.4444333333333335,0.013063333333333335
gemma4_e4b,clarification_first,cat4_orig_008,2.7777666666666665,0.016694
gemma4_e4b,clarification_first,cat4_orig_009,4.5555666666666665,0.003727333333333334
gemma4_e4b,clarification_first,cat4_orig_010,4.666666666666667,0.025791666666666668
gemma4_e4b,clarification_first,cat4_real_001,5.0,0.012459999999999999
gemma4_e4b,clarification_first,cat4_real_002,3.2221999999999995,0.023227
gemma4_e4b,clarification_first,cat4_real_003,4.8889,0.017928666666666666
gemma4_e4b,clarification_first,cat4_real_004,4.8889,0.025579333333333332
gemma4_e4b,clarification_first,cat4_real_005,3.6666666666666665,0.03749333333333333
gemma4_e4b,clarification_first,cat5_adapted_001,4.333333333333333,0.08230966666666667
gemma4_e4b,clarification_first,cat5_adapted_002,4.333333333333333,0.061699000000000004
gemma4_e4b,clarification_first,cat5_adapted_003,3.6666333333333334,0.05663233333333333
gemma4_e4b,clarification_first,cat5_adapted_004,4.3333,0.026409666666666665
gemma4_e4b,clarification_first,cat5_adapted_005,4.2222,0.021154999999999997
gemma4_e4b,clarification_first,cat5_orig_001,4.1111,0.024672
gemma4_e4b,clarification_first,cat5_orig_002,4.333333333333333,0.07919966666666667
gemma4_e4b,clarification_first,cat5_orig_003,4.333333333333333,0.005679333333333332
gemma4_e4b,clarification_first,cat5_orig_004,4.777766666666667,0.04292033333333333
gemma4_e4b,clarification_first,cat5_orig_005,4.1110999999999995,0.03506133333333333
gemma4_e4b,clarification_first,cat5_orig_006,4.666666666666667,0.013044333333333333
gemma4_e4b,clarification_first,cat5_orig_007,4.444466666666666,0.018881
gemma4_e4b,clarification_first,cat5_orig_008,5.0,0.046360000000000005
gemma4_e4b,clarification_first,cat5_orig_009,4.777766666666667,0.027681333333333336
gemma4_e4b,clarification_first,cat5_orig_010,4.666666666666667,0.03347066666666667
gemma4_e4b,clarification_first,cat5_real_001,4.4444333333333335,0.02461033333333333
gemma4_e4b,clarification_first,cat5_real_002,4.5555666666666665,0.033492666666666664
gemma4_e4b,clarification_first,cat5_real_003,4.777766666666667,0.02818933333333333
gemma4_e4b,clarification_first,cat5_real_004,2.1111333333333335,0.05142566666666667
gemma4_e4b,clarification_first,cat5_real_005,3.7777666666666665,0.020861333333333332
gemma4_e4b,clarification_first,cat6_adapted_001,4.2222333333333335,0.017655
gemma4_e4b,clarification_first,cat6_adapted_002,2.777766666666667,0.044733
gemma4_e4b,clarification_first,cat6_adapted_003,2.3333333333333335,0.04518833333333333
gemma4_e4b,clarification_first,cat6_adapted_004,4.4444333333333335,0.030756000000000002
gemma4_e4b,clarification_first,cat6_adapted_005,4.4444333333333335,0.032621333333333336
gemma4_e4b,clarification_first,cat6_orig_001,2.6666666666666665,0.030336666666666668
gemma4_e4b,clarification_first,cat6_orig_002,4.0,0.03845166666666666
gemma4_e4b,clarification_first,cat6_orig_003,4.666666666666667,0.072501
gemma4_e4b,clarification_first,cat6_orig_004,4.666666666666667,0.04101533333333333
gemma4_e4b,clarification_first,cat6_orig_005,5.0,0.039324
gemma4_e4b,clarification_first,cat6_orig_006,4.3333,0.018863666666666667
gemma4_e4b,clarification_first,cat6_orig_007,4.2222,0.022106666666666667
gemma4_e4b,clarification_first,cat6_orig_008,4.555533333333334,0.011419
gemma4_e4b,clarification_first,cat6_orig_009,3.555566666666667,0.03583733333333333
gemma4_e4b,clarification_first,cat6_orig_010,4.2222333333333335,0.017798666666666667
gemma4_e4b,clarification_first,cat6_real_001,4.333333333333333,0.08236766666666666
gemma4_e4b,clarification_first,cat6_real_002,4.1111,0.02611166666666667
gemma4_e4b,clarification_first,cat6_real_003,4.8889,0.04078966666666667
gemma4_e4b,clarification_first,cat6_real_004,3.7777666666666665,0.04167233333333334
gemma4_e4b,clarification_first,cat6_real_005,4.1111,0.029706
gemma4_e4b,clarification_first,cat7_adapted_001,4.7778,0.02400966666666667
gemma4_e4b,clarification_first,cat7_adapted_002,4.666666666666667,0.10319533333333335
gemma4_e4b,clarification_first,cat7_adapted_003,4.666666666666667,0.04784666666666667
gemma4_e4b,clarification_first,cat7_adapted_004,5.0,0.05200966666666667
gemma4_e4b,clarification_first,cat7_adapted_005,4.8889,0.055358
gemma4_e4b,clarification_first,cat7_orig_001,5.0,0.014903666666666667
gemma4_e4b,clarification_first,cat7_orig_002,4.8889,0.018952333333333335
gemma4_e4b,clarification_first,cat7_orig_003,4.3333,0.06122433333333333
gemma4_e4b,clarification_first,cat7_orig_004,4.666666666666667,0.010223333333333334
gemma4_e4b,clarification_first,cat7_orig_005,4.777766666666667,0.03186066666666667
gemma4_e4b,clarification_first,cat7_orig_006,5.0,0.0040743333333333335
gemma4_e4b,clarification_first,cat7_orig_007,3.5555333333333334,0.044970333333333334
gemma4_e4b,clarification_first,cat7_orig_008,5.0,0.027828333333333333
gemma4_e4b,clarification_first,cat7_orig_009,4.777766666666667,0.022498
gemma4_e4b,clarification_first,cat7_orig_010,5.0,0.021626999999999997
gemma4_e4b,clarification_first,cat7_real_001,4.777766666666667,0.027613666666666665
gemma4_e4b,clarification_first,cat7_real_002,4.4444333333333335,0.057015
gemma4_e4b,clarification_first,cat7_real_003,4.0000333333333336,0.016604333333333332
gemma4_e4b,clarification_first,cat7_real_004,3.3333333333333335,0.018103333333333332
gemma4_e4b,clarification_first,cat7_real_005,4.0,0.019235666666666665
gemma4_e4b,neutrality_oriented,cat1_adapted_001,3.6666666666666665,0.042099
gemma4_e4b,neutrality_oriented,cat1_adapted_002,3.7778000000000005,0.007081666666666666
gemma4_e4b,neutrality_oriented,cat1_adapted_003,3.8889,0.01679333333333333
gemma4_e4b,neutrality_oriented,cat1_adapted_004,3.555566666666667,0.09846433333333333
gemma4_e4b,neutrality_oriented,cat1_adapted_005,3.6666666666666665,0.023367
gemma4_e4b,neutrality_oriented,cat1_orig_001,4.8889,0.017878333333333333
gemma4_e4b,neutrality_oriented,cat1_orig_002,4.2222,0.015269333333333334
gemma4_e4b,neutrality_oriented,cat1_orig_003,4.333333333333333,0.019731
gemma4_e4b,neutrality_oriented,cat1_orig_004,3.7777666666666665,0.020794000000000003
gemma4_e4b,neutrality_oriented,cat1_orig_005,4.6667,0.043535
gemma4_e4b,neutrality_oriented,cat1_orig_006,5.0,0.009198333333333334
gemma4_e4b,neutrality_oriented,cat1_orig_007,4.6667,0.026774000000000003
gemma4_e4b,neutrality_oriented,cat1_orig_008,4.5555666666666665,0.020624666666666666
gemma4_e4b,neutrality_oriented,cat1_orig_009,4.333333333333333,0.029281
gemma4_e4b,neutrality_oriented,cat1_orig_010,4.4444333333333335,0.014469333333333334
gemma4_e4b,neutrality_oriented,cat1_real_001,3.8889,0.12090666666666666
gemma4_e4b,neutrality_oriented,cat1_real_002,4.4444333333333335,0.030163
gemma4_e4b,neutrality_oriented,cat1_real_003,3.7778000000000005,0.055642
gemma4_e4b,neutrality_oriented,cat1_real_004,4.333333333333333,0.010741666666666668
gemma4_e4b,neutrality_oriented,cat1_real_005,3.6666666666666665,0.04201633333333333
gemma4_e4b,neutrality_oriented,cat2_adapted_001,3.8889,0.07515166666666667
gemma4_e4b,neutrality_oriented,cat2_adapted_002,3.6667,0.03014966666666667
gemma4_e4b,neutrality_oriented,cat2_adapted_003,4.2222333333333335,0.004308333333333333
gemma4_e4b,neutrality_oriented,cat2_adapted_004,3.7778000000000005,0.011971666666666667
gemma4_e4b,neutrality_oriented,cat2_adapted_005,3.444466666666667,0.050777666666666665
gemma4_e4b,neutrality_oriented,cat2_orig_001,3.6666666666666665,0.028215666666666667
gemma4_e4b,neutrality_oriented,cat2_orig_002,3.7778000000000005,0.017454
gemma4_e4b,neutrality_oriented,cat2_orig_003,3.555566666666667,0.025592
gemma4_e4b,neutrality_oriented,cat2_orig_004,3.888866666666667,0.029727
gemma4_e4b,neutrality_oriented,cat2_orig_005,3.6667,0.04587433333333333
gemma4_e4b,neutrality_oriented,cat2_orig_006,3.3333333333333335,0.017441666666666664
gemma4_e4b,neutrality_oriented,cat2_orig_007,3.555566666666667,0.019628333333333334
gemma4_e4b,neutrality_oriented,cat2_orig_008,3.444433333333333,0.045117333333333336
gemma4_e4b,neutrality_oriented,cat2_orig_009,3.7778000000000005,0.017163333333333333
gemma4_e4b,neutrality_oriented,cat2_orig_010,3.1111,0.019542
gemma4_e4b,neutrality_oriented,cat2_real_001,4.0,0.022643666666666663
gemma4_e4b,neutrality_oriented,cat2_real_002,4.0,0.038370999999999995
gemma4_e4b,neutrality_oriented,cat2_real_003,4.333333333333333,0.028427666666666667
gemma4_e4b,neutrality_oriented,cat2_real_004,3.6667,0.02460633333333333
gemma4_e4b,neutrality_oriented,cat2_real_005,3.888866666666667,0.03075433333333333
gemma4_e4b,neutrality_oriented,cat3_adapted_001,4.5555666666666665,0.020418333333333333
gemma4_e4b,neutrality_oriented,cat3_adapted_002,4.3333,0.04479366666666667
gemma4_e4b,neutrality_oriented,cat3_adapted_003,4.4444333333333335,0.009052
gemma4_e4b,neutrality_oriented,cat3_adapted_004,4.4444333333333335,0.02941066666666667
gemma4_e4b,neutrality_oriented,cat3_adapted_005,4.8889,0.015926
gemma4_e4b,neutrality_oriented,cat3_orig_001,4.0,0.0067996666666666665
gemma4_e4b,neutrality_oriented,cat3_orig_002,4.333333333333333,0.022916333333333334
gemma4_e4b,neutrality_oriented,cat3_orig_003,4.0,0.026618333333333338
gemma4_e4b,neutrality_oriented,cat3_orig_004,4.333333333333333,0.031241666666666668
gemma4_e4b,neutrality_oriented,cat3_orig_005,4.5555666666666665,0.0062970000000000005
gemma4_e4b,neutrality_oriented,cat3_orig_006,4.2222,0.05919033333333334
gemma4_e4b,neutrality_oriented,cat3_orig_007,4.333333333333333,0.011006666666666666
gemma4_e4b,neutrality_oriented,cat3_orig_008,4.5555666666666665,0.03990933333333333
gemma4_e4b,neutrality_oriented,cat3_orig_009,4.1111,0.03301266666666667
gemma4_e4b,neutrality_oriented,cat3_orig_010,4.5555666666666665,0.013154666666666667
gemma4_e4b,neutrality_oriented,cat3_real_001,3.8889,0.016815666666666666
gemma4_e4b,neutrality_oriented,cat3_real_002,4.8889,0.03230566666666667
gemma4_e4b,neutrality_oriented,cat3_real_003,4.333366666666667,0.04009666666666667
gemma4_e4b,neutrality_oriented,cat3_real_004,4.666666666666667,0.04472299999999999
gemma4_e4b,neutrality_oriented,cat3_real_005,4.5555666666666665,0.035745
gemma4_e4b,neutrality_oriented,cat4_adapted_001,3.444466666666667,0.013588999999999999
gemma4_e4b,neutrality_oriented,cat4_adapted_002,3.444466666666667,0.07518366666666666
gemma4_e4b,neutrality_oriented,cat4_adapted_003,3.555566666666667,0.027893666666666667
gemma4_e4b,neutrality_oriented,cat4_adapted_004,2.8889,0.019438999999999998
gemma4_e4b,neutrality_oriented,cat4_adapted_005,4.1111,0.019443000000000002
gemma4_e4b,neutrality_oriented,cat4_orig_001,3.6666666666666665,0.006109666666666667
gemma4_e4b,neutrality_oriented,cat4_orig_002,2.8888666666666665,0.04814966666666667
gemma4_e4b,neutrality_oriented,cat4_orig_003,3.555566666666667,0.023930000000000003
gemma4_e4b,neutrality_oriented,cat4_orig_004,3.555566666666667,0.022203333333333335
gemma4_e4b,neutrality_oriented,cat4_orig_005,3.444466666666667,0.041179
gemma4_e4b,neutrality_oriented,cat4_orig_006,3.555566666666667,0.027107000000000003
gemma4_e4b,neutrality_oriented,cat4_orig_007,3.7778000000000005,0.018784333333333333
gemma4_e4b,neutrality_oriented,cat4_orig_008,4.0,0.015332
gemma4_e4b,neutrality_oriented,cat4_orig_009,3.444466666666667,0.021419999999999998
gemma4_e4b,neutrality_oriented,cat4_orig_010,3.3333666666666666,0.025672333333333335
gemma4_e4b,neutrality_oriented,cat4_real_001,4.444466666666666,0.010739333333333332
gemma4_e4b,neutrality_oriented,cat4_real_002,4.0,0.01950666666666667
gemma4_e4b,neutrality_oriented,cat4_real_003,4.1111,0.005495
gemma4_e4b,neutrality_oriented,cat4_real_004,4.0,0.042345
gemma4_e4b,neutrality_oriented,cat4_real_005,3.7778000000000005,0.015922666666666665
gemma4_e4b,neutrality_oriented,cat5_adapted_001,3.555566666666667,0.056647
gemma4_e4b,neutrality_oriented,cat5_adapted_002,3.2222333333333335,0.020368666666666663
gemma4_e4b,neutrality_oriented,cat5_adapted_003,3.7778000000000005,0.039173
gemma4_e4b,neutrality_oriented,cat5_adapted_004,3.444466666666667,0.027833666666666663
gemma4_e4b,neutrality_oriented,cat5_adapted_005,3.7778000000000005,0.012357333333333333
gemma4_e4b,neutrality_oriented,cat5_orig_001,3.2222333333333335,0.027946000000000002
gemma4_e4b,neutrality_oriented,cat5_orig_002,3.555566666666667,0.06834933333333333
gemma4_e4b,neutrality_oriented,cat5_orig_003,3.7778000000000005,0.026045333333333334
gemma4_e4b,neutrality_oriented,cat5_orig_004,3.3333333333333335,0.013597999999999999
gemma4_e4b,neutrality_oriented,cat5_orig_005,3.555533333333333,0.024486666666666667
gemma4_e4b,neutrality_oriented,cat5_orig_006,3.555566666666667,0.014352000000000002
gemma4_e4b,neutrality_oriented,cat5_orig_007,3.7778000000000005,0.022697666666666668
gemma4_e4b,neutrality_oriented,cat5_orig_008,3.3333333333333335,0.02066533333333333
gemma4_e4b,neutrality_oriented,cat5_orig_009,3.7777666666666665,0.014489
gemma4_e4b,neutrality_oriented,cat5_orig_010,3.3333333333333335,0.03297266666666667
gemma4_e4b,neutrality_oriented,cat5_real_001,3.3333666666666666,0.051094
gemma4_e4b,neutrality_oriented,cat5_real_002,4.0,0.006198666666666667
gemma4_e4b,neutrality_oriented,cat5_real_003,4.333366666666667,0.033228
gemma4_e4b,neutrality_oriented,cat5_real_004,2.7777666666666665,0.03357266666666667
gemma4_e4b,neutrality_oriented,cat5_real_005,3.8889,0.022896
gemma4_e4b,neutrality_oriented,cat6_adapted_001,3.444433333333333,0.017741333333333335
gemma4_e4b,neutrality_oriented,cat6_adapted_002,4.0,0.04729766666666666
gemma4_e4b,neutrality_oriented,cat6_adapted_003,4.2222333333333335,0.035031
gemma4_e4b,neutrality_oriented,cat6_adapted_004,3.777766666666667,0.021169333333333335
gemma4_e4b,neutrality_oriented,cat6_adapted_005,4.333333333333333,0.04764933333333333
gemma4_e4b,neutrality_oriented,cat6_orig_001,2.444433333333333,0.054120333333333326
gemma4_e4b,neutrality_oriented,cat6_orig_002,3.7778000000000005,0.025181
gemma4_e4b,neutrality_oriented,cat6_orig_003,3.8889,0.15221666666666667
gemma4_e4b,neutrality_oriented,cat6_orig_004,4.4444333333333335,0.019897666666666664
gemma4_e4b,neutrality_oriented,cat6_orig_005,4.777766666666667,0.03131266666666666
gemma4_e4b,neutrality_oriented,cat6_orig_006,3.7778000000000005,0.04597233333333333
gemma4_e4b,neutrality_oriented,cat6_orig_007,4.333366666666667,0.04368666666666667
gemma4_e4b,neutrality_oriented,cat6_orig_008,4.1110999999999995,0.014344666666666667
gemma4_e4b,neutrality_oriented,cat6_orig_009,3.888866666666667,0.018966999999999998
gemma4_e4b,neutrality_oriented,cat6_orig_010,3.8889,0.037631
gemma4_e4b,neutrality_oriented,cat6_real_001,3.444466666666667,0.03983366666666666
gemma4_e4b,neutrality_oriented,cat6_real_002,3.1111,0.03165066666666667
gemma4_e4b,neutrality_oriented,cat6_real_003,3.6667,0.047425333333333326
gemma4_e4b,neutrality_oriented,cat6_real_004,3.444433333333333,0.026708333333333334
gemma4_e4b,neutrality_oriented,cat6_real_005,4.6667,0.030021333333333334
gemma4_e4b,neutrality_oriented,cat7_adapted_001,4.8889,0.036204
gemma4_e4b,neutrality_oriented,cat7_adapted_002,4.3333,0.055451
gemma4_e4b,neutrality_oriented,cat7_adapted_003,4.333333333333333,0.067097
gemma4_e4b,neutrality_oriented,cat7_adapted_004,4.1111,0.03280366666666667
gemma4_e4b,neutrality_oriented,cat7_adapted_005,4.8889,0.07535433333333333
gemma4_e4b,neutrality_oriented,cat7_orig_001,4.5555666666666665,0.035035666666666666
gemma4_e4b,neutrality_oriented,cat7_orig_002,4.8889,0.05040166666666667
gemma4_e4b,neutrality_oriented,cat7_orig_003,4.333333333333333,0.08709266666666667
gemma4_e4b,neutrality_oriented,cat7_orig_004,4.444466666666666,0.026330333333333334
gemma4_e4b,neutrality_oriented,cat7_orig_005,5.0,0.04803366666666667
gemma4_e4b,neutrality_oriented,cat7_orig_006,5.0,0.027384000000000002
gemma4_e4b,neutrality_oriented,cat7_orig_007,5.0,0.056033
gemma4_e4b,neutrality_oriented,cat7_orig_008,5.0,0.06003766666666666
gemma4_e4b,neutrality_oriented,cat7_orig_009,4.6667,0.026562000000000002
gemma4_e4b,neutrality_oriented,cat7_orig_010,4.8889,0.02114133333333333
gemma4_e4b,neutrality_oriented,cat7_real_001,4.4444333333333335,0.022438333333333334
gemma4_e4b,neutrality_oriented,cat7_real_002,4.666666666666667,0.138599
gemma4_e4b,neutrality_oriented,cat7_real_003,4.5555666666666665,0.04742233333333334
gemma4_e4b,neutrality_oriented,cat7_real_004,3.3333333333333335,0.05619866666666667
gemma4_e4b,neutrality_oriented,cat7_real_005,3.8889,0.091293
gemma4_e4b,utility_first,cat1_adapted_001,3.5555333333333334,0.07664466666666667
gemma4_e4b,utility_first,cat1_adapted_002,3.777766666666667,0.04874766666666667
gemma4_e4b,utility_first,cat1_adapted_003,3.6666666666666665,0.050871
gemma4_e4b,utility_first,cat1_adapted_004,3.2221999999999995,0.05764133333333333
gemma4_e4b,utility_first,cat1_adapted_005,3.8888999999999996,0.042206999999999995
gemma4_e4b,utility_first,cat1_orig_001,4.3333,0.009449
gemma4_e4b,utility_first,cat1_orig_002,3.8889,0.05506066666666667
gemma4_e4b,utility_first,cat1_orig_003,3.6666666666666665,0.026434333333333334
gemma4_e4b,utility_first,cat1_orig_004,3.555566666666667,0.028720333333333337
gemma4_e4b,utility_first,cat1_orig_005,2.8889,0.021944666666666668
gemma4_e4b,utility_first,cat1_orig_006,3.3333333333333335,0.014880666666666667
gemma4_e4b,utility_first,cat1_orig_007,3.555566666666667,0.009667666666666666
gemma4_e4b,utility_first,cat1_orig_008,2.7778000000000005,0.025134666666666666
gemma4_e4b,utility_first,cat1_orig_009,2.7777666666666665,0.035691
gemma4_e4b,utility_first,cat1_orig_010,3.0,0.025658333333333335
gemma4_e4b,utility_first,cat1_real_001,3.8889,0.11939666666666666
gemma4_e4b,utility_first,cat1_real_002,4.0,0.06468333333333333
gemma4_e4b,utility_first,cat1_real_003,3.3333333333333335,0.02874033333333333
gemma4_e4b,utility_first,cat1_real_004,4.0,0.0074329999999999995
gemma4_e4b,utility_first,cat1_real_005,3.6666666666666665,0.078401
gemma4_e4b,utility_first,cat2_adapted_001,3.2221999999999995,0.041114333333333336
gemma4_e4b,utility_first,cat2_adapted_002,4.3333,0.04415866666666667
gemma4_e4b,utility_first,cat2_adapted_003,4.1111,0.037227333333333334
gemma4_e4b,utility_first,cat2_adapted_004,4.333333333333333,0.012215333333333333
gemma4_e4b,utility_first,cat2_adapted_005,3.444433333333333,0.04048266666666667
gemma4_e4b,utility_first,cat2_orig_001,3.1111,0.008480333333333333
gemma4_e4b,utility_first,cat2_orig_002,3.999966666666667,0.030034999999999996
gemma4_e4b,utility_first,cat2_orig_003,4.3333,0.035118333333333335
gemma4_e4b,utility_first,cat2_orig_004,3.0,0.034599333333333336
gemma4_e4b,utility_first,cat2_orig_005,3.777766666666667,0.033308
gemma4_e4b,utility_first,cat2_orig_006,4.1111,0.028582
gemma4_e4b,utility_first,cat2_orig_007,4.4444333333333335,0.023828000000000002
gemma4_e4b,utility_first,cat2_orig_008,3.0,0.02650766666666667
gemma4_e4b,utility_first,cat2_orig_009,4.333333333333333,0.021532333333333334
gemma4_e4b,utility_first,cat2_orig_010,4.2222333333333335,0.008499
gemma4_e4b,utility_first,cat2_real_001,3.6667,0.053548000000000005
gemma4_e4b,utility_first,cat2_real_002,3.1111333333333335,0.08953466666666667
gemma4_e4b,utility_first,cat2_real_003,3.3333666666666666,0.033847
gemma4_e4b,utility_first,cat2_real_004,3.6666666666666665,0.04807533333333334
gemma4_e4b,utility_first,cat2_real_005,3.8889,0.008162333333333332
gemma4_e4b,utility_first,cat3_adapted_001,3.0,0.04190733333333333
gemma4_e4b,utility_first,cat3_adapted_002,4.2222,0.024158
gemma4_e4b,utility_first,cat3_adapted_003,3.777766666666667,0.04057033333333334
gemma4_e4b,utility_first,cat3_adapted_004,3.2221999999999995,0.017828999999999998
gemma4_e4b,utility_first,cat3_adapted_005,3.5555333333333334,0.040901
gemma4_e4b,utility_first,cat3_orig_001,3.3333333333333335,0.094053
gemma4_e4b,utility_first,cat3_orig_002,3.444433333333333,0.032307333333333334
gemma4_e4b,utility_first,cat3_orig_003,3.0,0.024853666666666666
gemma4_e4b,utility_first,cat3_orig_004,3.6666666666666665,0.045122999999999996
gemma4_e4b,utility_first,cat3_orig_005,2.444433333333333,0.05959333333333333
gemma4_e4b,utility_first,cat3_orig_006,3.2221999999999995,0.07276400000000001
gemma4_e4b,utility_first,cat3_orig_007,3.444433333333333,0.008850666666666666
gemma4_e4b,utility_first,cat3_orig_008,3.777766666666667,0.009875333333333333
gemma4_e4b,utility_first,cat3_orig_009,3.444433333333333,0.021834000000000003
gemma4_e4b,utility_first,cat3_orig_010,3.6666666666666665,0.016480333333333333
gemma4_e4b,utility_first,cat3_real_001,3.0,0.05374866666666667
gemma4_e4b,utility_first,cat3_real_002,4.1111,0.030980999999999998
gemma4_e4b,utility_first,cat3_real_003,3.3333333333333335,0.031694
gemma4_e4b,utility_first,cat3_real_004,3.8889,0.047228
gemma4_e4b,utility_first,cat3_real_005,3.3333333333333335,0.044774
gemma4_e4b,utility_first,cat4_adapted_001,3.1111,0.0073490000000000005
gemma4_e4b,utility_first,cat4_adapted_002,3.7778000000000005,0.06379033333333334
gemma4_e4b,utility_first,cat4_adapted_003,3.7778000000000005,0.030972333333333334
gemma4_e4b,utility_first,cat4_adapted_004,3.3333333333333335,0.028805
gemma4_e4b,utility_first,cat4_adapted_005,4.2222,0.04204666666666667
gemma4_e4b,utility_first,cat4_orig_001,3.555566666666667,0.026452000000000003
gemma4_e4b,utility_first,cat4_orig_002,2.444433333333333,0.04591533333333333
