=== CSS variants: qwen3_235b | run_id=run_20260521 ===
>>> sample=0  10:21:14Z

============================================================
  Model:    qwen3_235b (qwen/qwen3-235b-a22b-instruct-2507-maas)
  Sample:   0  |  Run: run_20260521
  Variants: [0, 1]
============================================================

  [v0] Output: /home/satvik/Documents/CIKM/runs/run_20260521/responses/qwen3_235b_variant_0_sample0_responses.jsonl
  [v0] Remaining: 140 prompts
  Progress: 1/140 | Rate: 0.37/s | ETA: 6.2m
  Progress: 134/140 | Rate: 0.17/s | ETA: 0.6m
  Progress: 135/140 | Rate: 0.17/s | ETA: 0.5m
  Progress: 136/140 | Rate: 0.17/s | ETA: 0.4m
  Progress: 137/140 | Rate: 0.17/s | ETA: 0.3m
  Progress: 138/140 | Rate: 0.17/s | ETA: 0.2m
  Progress: 139/140 | Rate: 0.17/s | ETA: 0.1m
  Progress: 140/140 | Rate: 0.17/s | ETA: 0.0m
  [v0] ✔ Done. 140 responses in 844.9s (0.17/s)

  [v1] Output: /home/satvik/Documents/CIKM/runs/run_20260521/responses/qwen3_235b_variant_1_sample0_responses.jsonl
  [v1] Remaining: 140 prompts
  Progress: 1/140 | Rate: 0.40/s | ETA: 5.8m
  Progress: 2/140 | Rate: 0.38/s | ETA: 6.1m
  Progress: 3/140 | Rate: 0.33/s | ETA: 6.9m
  Progress: 4/140 | Rate: 0.28/s | ETA: 8.0m
  Progress: 5/140 | Rate: 0.29/s | ETA: 7.7m
  Progress: 6/140 | Rate: 0.28/s | ETA: 7.9m
  Progress: 7/140 | Rate: 0.29/s | ETA: 7.6m
  Progress: 8/140 | Rate: 0.27/s | ETA: 8.0m
  Progress: 9/140 | Rate: 0.27/s | ETA: 8.0m
  Progress: 10/140 | Rate: 0.27/s | ETA: 8.1m
  Progress: 11/140 | Rate: 0.26/s | ETA: 8.1m
  Progress: 12/140 | Rate: 0.27/s | ETA: 8.0m
  Progress: 13/140 | Rate: 0.26/s | ETA: 8.3m
  Progress: 14/140 | Rate: 0.25/s | ETA: 8.3m
  Progress: 15/140 | Rate: 0.25/s | ETA: 8.3m
  Progress: 16/140 | Rate: 0.25/s | ETA: 8.4m
  Progress: 17/140 | Rate: 0.24/s | ETA: 8.6m
  Progress: 18/140 | Rate: 0.24/s | ETA: 8.5m
  Progress: 19/140 | Rate: 0.24/s | ETA: 8.4m
  Progress: 20/140 | Rate: 0.22/s | ETA: 9.0m
  Progress: 21/140 | Rate: 0.22/s | ETA: 9.2m
  Progress: 22/140 | Rate: 0.22/s | ETA: 9.0m
  Progress: 23/140 | Rate: 0.22/s | ETA: 8.8m
  Progress: 24/140 | Rate: 0.22/s | ETA: 8.7m
  Progress: 25/140 | Rate: 0.22/s | ETA: 8.5m
  Progress: 26/140 | Rate: 0.23/s | ETA: 8.4m
  Progress: 27/140 | Rate: 0.23/s | ETA: 8.2m
  Progress: 28/140 | Rate: 0.23/s | ETA: 8.3m
  Progress: 29/140 | Rate: 0.23/s | ETA: 8.2m
  Progress: 30/140 | Rate: 0.23/s | ETA: 8.1m
  Progress: 31/140 | Rate: 0.22/s | ETA: 8.1m
  Progress: 32/140 | Rate: 0.22/s | ETA: 8.1m
  Progress: 33/140 | Rate: 0.22/s | ETA: 8.1m
  Progress: 34/140 | Rate: 0.22/s | ETA: 8.1m
  Progress: 35/140 | Rate: 0.22/s | ETA: 8.0m
  Progress: 36/140 | Rate: 0.22/s | ETA: 8.0m
  Progress: 37/140 | Rate: 0.21/s | ETA: 8.1m
  Progress: 38/140 | Rate: 0.21/s | ETA: 8.0m
  Progress: 39/140 | Rate: 0.21/s | ETA: 7.9m
  Progress: 40/140 | Rate: 0.21/s | ETA: 7.8m
  Progress: 41/140 | Rate: 0.21/s | ETA: 7.8m
  Progress: 42/140 | Rate: 0.21/s | ETA: 7.8m
  Progress: 43/140 | Rate: 0.21/s | ETA: 7.8m
  Progress: 44/140 | Rate: 0.21/s | ETA: 7.7m
  Progress: 45/140 | Rate: 0.21/s | ETA: 7.7m
  Progress: 46/140 | Rate: 0.20/s | ETA: 7.8m
  Progress: 47/140 | Rate: 0.20/s | ETA: 7.8m
  Progress: 48/140 | Rate: 0.20/s | ETA: 7.8m
  Progress: 49/140 | Rate: 0.20/s | ETA: 7.7m
  Progress: 50/140 | Rate: 0.19/s | ETA: 7.7m
  Progress: 51/140 | Rate: 0.20/s | ETA: 7.6m
  Progress: 52/140 | Rate: 0.20/s | ETA: 7.4m
  Progress: 53/140 | Rate: 0.20/s | ETA: 7.3m
  Progress: 54/140 | Rate: 0.20/s | ETA: 7.1m
  Progress: 55/140 | Rate: 0.20/s | ETA: 7.0m
  Progress: 56/140 | Rate: 0.20/s | ETA: 6.9m
  Progress: 57/140 | Rate: 0.20/s | ETA: 6.8m
  Progress: 58/140 | Rate: 0.21/s | ETA: 6.6m
  Progress: 59/140 | Rate: 0.21/s | ETA: 6.5m
  Progress: 60/140 | Rate: 0.21/s | ETA: 6.4m
  Progress: 61/140 | Rate: 0.21/s | ETA: 6.3m
  Progress: 62/140 | Rate: 0.21/s | ETA: 6.3m
  Progress: 63/140 | Rate: 0.21/s | ETA: 6.2m
  Progress: 64/140 | Rate: 0.20/s | ETA: 6.3m
  Progress: 65/140 | Rate: 0.20/s | ETA: 6.1m
  Progress: 66/140 | Rate: 0.20/s | ETA: 6.1m
  Progress: 67/140 | Rate: 0.20/s | ETA: 6.0m
  Progress: 68/140 | Rate: 0.20/s | ETA: 5.9m
  Progress: 69/140 | Rate: 0.20/s | ETA: 5.8m
  Progress: 70/140 | Rate: 0.20/s | ETA: 5.8m
  Progress: 71/140 | Rate: 0.20/s | ETA: 5.7m
  Progress: 72/140 | Rate: 0.20/s | ETA: 5.6m
  Progress: 73/140 | Rate: 0.20/s | ETA: 5.5m
  Progress: 74/140 | Rate: 0.20/s | ETA: 5.4m
  Progress: 75/140 | Rate: 0.20/s | ETA: 5.4m
  Progress: 76/140 | Rate: 0.20/s | ETA: 5.3m
  Progress: 77/140 | Rate: 0.20/s | ETA: 5.3m
  Progress: 78/140 | Rate: 0.20/s | ETA: 5.2m
  Progress: 79/140 | Rate: 0.20/s | ETA: 5.1m
  Progress: 80/140 | Rate: 0.20/s | ETA: 5.1m
  Progress: 81/140 | Rate: 0.20/s | ETA: 5.0m
  Progress: 82/140 | Rate: 0.20/s | ETA: 4.9m
  Progress: 83/140 | Rate: 0.20/s | ETA: 4.8m
  Progress: 84/140 | Rate: 0.20/s | ETA: 4.7m
  Progress: 85/140 | Rate: 0.20/s | ETA: 4.6m
  Progress: 86/140 | Rate: 0.20/s | ETA: 4.5m
  Progress: 87/140 | Rate: 0.20/s | ETA: 4.4m
  Progress: 88/140 | Rate: 0.20/s | ETA: 4.4m
  Progress: 89/140 | Rate: 0.20/s | ETA: 4.3m
  Progress: 90/140 | Rate: 0.20/s | ETA: 4.2m
  Progress: 91/140 | Rate: 0.20/s | ETA: 4.1m
  Progress: 92/140 | Rate: 0.20/s | ETA: 4.0m
  Progress: 93/140 | Rate: 0.20/s | ETA: 3.9m
  Progress: 94/140 | Rate: 0.20/s | ETA: 3.8m
  Progress: 95/140 | Rate: 0.20/s | ETA: 3.7m
  Progress: 96/140 | Rate: 0.20/s | ETA: 3.6m
  Progress: 97/140 | Rate: 0.20/s | ETA: 3.6m
  Progress: 98/140 | Rate: 0.20/s | ETA: 3.5m
  Progress: 99/140 | Rate: 0.20/s | ETA: 3.4m
  Progress: 100/140 | Rate: 0.20/s | ETA: 3.3m
  Progress: 101/140 | Rate: 0.20/s | ETA: 3.2m
  Progress: 102/140 | Rate: 0.20/s | ETA: 3.1m
  Progress: 103/140 | Rate: 0.20/s | ETA: 3.0m
  Progress: 104/140 | Rate: 0.20/s | ETA: 2.9m
  Progress: 105/140 | Rate: 0.21/s | ETA: 2.8m
  Progress: 106/140 | Rate: 0.21/s | ETA: 2.8m
  Progress: 107/140 | Rate: 0.21/s | ETA: 2.7m
  Progress: 108/140 | Rate: 0.21/s | ETA: 2.6m
  Progress: 109/140 | Rate: 0.20/s | ETA: 2.5m
  Progress: 110/140 | Rate: 0.20/s | ETA: 2.4m
  Progress: 111/140 | Rate: 0.20/s | ETA: 2.4m
  Progress: 112/140 | Rate: 0.20/s | ETA: 2.3m
  Progress: 113/140 | Rate: 0.20/s | ETA: 2.2m
  Progress: 114/140 | Rate: 0.20/s | ETA: 2.1m
  Progress: 115/140 | Rate: 0.20/s | ETA: 2.1m
  Progress: 116/140 | Rate: 0.20/s | ETA: 2.0m
  Progress: 117/140 | Rate: 0.20/s | ETA: 1.9m
  Progress: 118/140 | Rate: 0.20/s | ETA: 1.8m
  Progress: 119/140 | Rate: 0.20/s | ETA: 1.8m
  Progress: 120/140 | Rate: 0.20/s | ETA: 1.7m
  Progress: 121/140 | Rate: 0.20/s | ETA: 1.6m
  Progress: 122/140 | Rate: 0.20/s | ETA: 1.5m
  Progress: 123/140 | Rate: 0.20/s | ETA: 1.4m
  Progress: 124/140 | Rate: 0.20/s | ETA: 1.3m
  Progress: 125/140 | Rate: 0.20/s | ETA: 1.2m
  Progress: 126/140 | Rate: 0.20/s | ETA: 1.1m
  Progress: 127/140 | Rate: 0.20/s | ETA: 1.1m
  Progress: 128/140 | Rate: 0.20/s | ETA: 1.0m
  Progress: 129/140 | Rate: 0.21/s | ETA: 0.9m
  Progress: 130/140 | Rate: 0.21/s | ETA: 0.8m
  Progress: 131/140 | Rate: 0.21/s | ETA: 0.7m
  Progress: 132/140 | Rate: 0.21/s | ETA: 0.6m
  Progress: 133/140 | Rate: 0.21/s | ETA: 0.6m
  Progress: 134/140 | Rate: 0.21/s | ETA: 0.5m
  Progress: 135/140 | Rate: 0.21/s | ETA: 0.4m
  Progress: 136/140 | Rate: 0.21/s | ETA: 0.3m
  Progress: 137/140 | Rate: 0.20/s | ETA: 0.2m
  Progress: 138/140 | Rate: 0.20/s | ETA: 0.2m
  Progress: 139/140 | Rate: 0.20/s | ETA: 0.1m
  Progress: 140/140 | Rate: 0.20/s | ETA: 0.0m
  [v1] ✔ Done. 140 responses in 687.7s (0.20/s)
>>> sample=1  10:46:47Z

============================================================
  Model:    qwen3_235b (qwen/qwen3-235b-a22b-instruct-2507-maas)
  Sample:   1  |  Run: run_20260521
  Variants: [0, 1]
============================================================

  [v0] Output: /home/satvik/Documents/CIKM/runs/run_20260521/responses/qwen3_235b_variant_0_sample1_responses.jsonl
  [v0] Remaining: 140 prompts
  Progress: 1/140 | Rate: 0.45/s | ETA: 5.2m
  Progress: 2/140 | Rate: 0.27/s | ETA: 8.6m
  Progress: 3/140 | Rate: 0.29/s | ETA: 8.0m
  Progress: 4/140 | Rate: 0.26/s | ETA: 8.7m
  Progress: 5/140 | Rate: 0.28/s | ETA: 8.1m
  Progress: 6/140 | Rate: 0.29/s | ETA: 7.8m
  Progress: 7/140 | Rate: 0.29/s | ETA: 7.6m
  Progress: 8/140 | Rate: 0.29/s | ETA: 7.7m
  Progress: 9/140 | Rate: 0.28/s | ETA: 7.9m
  Progress: 10/140 | Rate: 0.26/s | ETA: 8.2m
  Progress: 11/140 | Rate: 0.26/s | ETA: 8.3m
  Progress: 12/140 | Rate: 0.26/s | ETA: 8.3m
  Progress: 13/140 | Rate: 0.25/s | ETA: 8.4m
  Progress: 14/140 | Rate: 0.25/s | ETA: 8.5m
  Progress: 15/140 | Rate: 0.24/s | ETA: 8.6m
  Progress: 16/140 | Rate: 0.24/s | ETA: 8.8m
  Progress: 17/140 | Rate: 0.23/s | ETA: 9.0m
  Progress: 18/140 | Rate: 0.23/s | ETA: 8.9m
  Progress: 19/140 | Rate: 0.23/s | ETA: 8.8m
  Progress: 20/140 | Rate: 0.22/s | ETA: 8.9m
  Progress: 21/140 | Rate: 0.22/s | ETA: 8.9m
  Progress: 22/140 | Rate: 0.22/s | ETA: 8.9m
  Progress: 23/140 | Rate: 0.22/s | ETA: 8.8m
  Progress: 24/140 | Rate: 0.22/s | ETA: 8.6m
  Progress: 25/140 | Rate: 0.23/s | ETA: 8.4m
  Progress: 26/140 | Rate: 0.23/s | ETA: 8.4m
  Progress: 27/140 | Rate: 0.23/s | ETA: 8.1m
  Progress: 28/140 | Rate: 0.23/s | ETA: 8.1m
  Progress: 29/140 | Rate: 0.23/s | ETA: 8.0m
  Progress: 30/140 | Rate: 0.23/s | ETA: 8.0m
  Progress: 31/140 | Rate: 0.23/s | ETA: 7.9m
  Progress: 32/140 | Rate: 0.23/s | ETA: 7.9m
  Progress: 33/140 | Rate: 0.23/s | ETA: 7.9m
  Progress: 34/140 | Rate: 0.22/s | ETA: 7.9m
  Progress: 35/140 | Rate: 0.22/s | ETA: 7.9m
  Progress: 36/140 | Rate: 0.22/s | ETA: 7.9m
  Progress: 37/140 | Rate: 0.22/s | ETA: 7.9m
  Progress: 38/140 | Rate: 0.22/s | ETA: 7.8m
  Progress: 39/140 | Rate: 0.22/s | ETA: 7.7m
  Progress: 40/140 | Rate: 0.21/s | ETA: 7.8m
  Progress: 41/140 | Rate: 0.21/s | ETA: 7.8m
  Progress: 42/140 | Rate: 0.21/s | ETA: 7.7m
  Progress: 43/140 | Rate: 0.21/s | ETA: 7.7m
  Progress: 44/140 | Rate: 0.21/s | ETA: 7.8m
  Progress: 45/140 | Rate: 0.20/s | ETA: 7.7m
  Progress: 46/140 | Rate: 0.20/s | ETA: 7.7m
  Progress: 47/140 | Rate: 0.20/s | ETA: 7.7m
  Progress: 48/140 | Rate: 0.20/s | ETA: 7.7m
  Progress: 49/140 | Rate: 0.20/s | ETA: 7.7m
  Progress: 50/140 | Rate: 0.19/s | ETA: 7.7m
  Progress: 51/140 | Rate: 0.20/s | ETA: 7.5m
  Progress: 52/140 | Rate: 0.20/s | ETA: 7.4m
  Progress: 53/140 | Rate: 0.20/s | ETA: 7.3m
  Progress: 54/140 | Rate: 0.20/s | ETA: 7.2m
  Progress: 55/140 | Rate: 0.20/s | ETA: 7.0m
  Progress: 56/140 | Rate: 0.20/s | ETA: 6.9m
  Progress: 57/140 | Rate: 0.20/s | ETA: 6.8m
  Progress: 58/140 | Rate: 0.21/s | ETA: 6.6m
  Progress: 59/140 | Rate: 0.21/s | ETA: 6.5m
  Progress: 60/140 | Rate: 0.21/s | ETA: 6.4m
  Progress: 61/140 | Rate: 0.21/s | ETA: 6.3m
  Progress: 62/140 | Rate: 0.21/s | ETA: 6.2m
  Progress: 63/140 | Rate: 0.21/s | ETA: 6.2m
  Progress: 64/140 | Rate: 0.21/s | ETA: 6.1m
  Progress: 65/140 | Rate: 0.21/s | ETA: 6.0m
  Progress: 66/140 | Rate: 0.21/s | ETA: 5.9m
  Progress: 67/140 | Rate: 0.21/s | ETA: 5.9m
  Progress: 68/140 | Rate: 0.21/s | ETA: 5.8m
  Progress: 69/140 | Rate: 0.21/s | ETA: 5.7m
  Progress: 70/140 | Rate: 0.21/s | ETA: 5.7m
  Progress: 71/140 | Rate: 0.21/s | ETA: 5.6m
  Progress: 72/140 | Rate: 0.21/s | ETA: 5.5m
  Progress: 73/140 | Rate: 0.21/s | ETA: 5.4m
  Progress: 74/140 | Rate: 0.21/s | ETA: 5.3m
  Progress: 75/140 | Rate: 0.21/s | ETA: 5.3m
  Progress: 76/140 | Rate: 0.21/s | ETA: 5.2m
  Progress: 77/140 | Rate: 0.20/s | ETA: 5.2m
  Progress: 78/140 | Rate: 0.20/s | ETA: 5.1m
  Progress: 79/140 | Rate: 0.20/s | ETA: 5.0m
  Progress: 80/140 | Rate: 0.20/s | ETA: 5.0m
  Progress: 81/140 | Rate: 0.20/s | ETA: 4.9m
  Progress: 82/140 | Rate: 0.20/s | ETA: 4.8m
  Progress: 83/140 | Rate: 0.20/s | ETA: 4.7m
  Progress: 84/140 | Rate: 0.20/s | ETA: 4.6m
  Progress: 85/140 | Rate: 0.20/s | ETA: 4.5m
  Progress: 86/140 | Rate: 0.20/s | ETA: 4.4m
  Progress: 87/140 | Rate: 0.20/s | ETA: 4.4m
  Progress: 88/140 | Rate: 0.20/s | ETA: 4.3m
  Progress: 89/140 | Rate: 0.20/s | ETA: 4.2m
  Progress: 90/140 | Rate: 0.20/s | ETA: 4.1m
  Progress: 91/140 | Rate: 0.20/s | ETA: 4.0m
  Progress: 92/140 | Rate: 0.20/s | ETA: 3.9m
  Progress: 93/140 | Rate: 0.20/s | ETA: 3.8m
  Progress: 94/140 | Rate: 0.20/s | ETA: 3.7m
  Progress: 95/140 | Rate: 0.20/s | ETA: 3.7m
  Progress: 96/140 | Rate: 0.20/s | ETA: 3.6m
  Progress: 97/140 | Rate: 0.21/s | ETA: 3.5m
  Progress: 98/140 | Rate: 0.21/s | ETA: 3.4m
  Progress: 99/140 | Rate: 0.21/s | ETA: 3.3m
  Progress: 100/140 | Rate: 0.21/s | ETA: 3.2m
  Progress: 101/140 | Rate: 0.21/s | ETA: 3.1m
  Progress: 102/140 | Rate: 0.21/s | ETA: 3.0m
  Progress: 103/140 | Rate: 0.21/s | ETA: 3.0m
  Progress: 104/140 | Rate: 0.21/s | ETA: 2.9m
  Progress: 105/140 | Rate: 0.21/s | ETA: 2.8m
  Progress: 106/140 | Rate: 0.21/s | ETA: 2.7m
  Progress: 107/140 | Rate: 0.21/s | ETA: 2.7m
  Progress: 108/140 | Rate: 0.21/s | ETA: 2.6m
  Progress: 109/140 | Rate: 0.20/s | ETA: 2.5m
  Progress: 110/140 | Rate: 0.20/s | ETA: 2.4m
  Progress: 111/140 | Rate: 0.20/s | ETA: 2.4m
  Progress: 112/140 | Rate: 0.20/s | ETA: 2.3m
  Progress: 113/140 | Rate: 0.20/s | ETA: 2.2m
  Progress: 114/140 | Rate: 0.20/s | ETA: 2.2m
  Progress: 115/140 | Rate: 0.20/s | ETA: 2.1m
  Progress: 116/140 | Rate: 0.20/s | ETA: 2.0m
  Progress: 117/140 | Rate: 0.20/s | ETA: 1.9m
  Progress: 118/140 | Rate: 0.20/s | ETA: 1.9m
  Progress: 119/140 | Rate: 0.20/s | ETA: 1.8m
  Progress: 120/140 | Rate: 0.20/s | ETA: 1.7m
  Progress: 121/140 | Rate: 0.20/s | ETA: 1.6m
  Progress: 122/140 | Rate: 0.20/s | ETA: 1.5m
  Progress: 123/140 | Rate: 0.20/s | ETA: 1.4m
  Progress: 124/140 | Rate: 0.20/s | ETA: 1.3m
  Progress: 125/140 | Rate: 0.20/s | ETA: 1.2m
  Progress: 126/140 | Rate: 0.20/s | ETA: 1.2m
  Progress: 127/140 | Rate: 0.20/s | ETA: 1.1m
  Progress: 128/140 | Rate: 0.20/s | ETA: 1.0m
  Progress: 129/140 | Rate: 0.20/s | ETA: 0.9m
  Progress: 130/140 | Rate: 0.20/s | ETA: 0.8m
  Progress: 131/140 | Rate: 0.21/s | ETA: 0.7m
  Progress: 132/140 | Rate: 0.20/s | ETA: 0.7m
  Progress: 133/140 | Rate: 0.20/s | ETA: 0.6m
