=== CSS variants: gpt_oss_120b | run_id=run_20260521 ===
>>> sample=0  10:21:14Z

============================================================
  Model:    gpt_oss_120b (openai/gpt-oss-120b-maas)
  Sample:   0  |  Run: run_20260521
  Variants: [0, 1]
============================================================

  [v0] Output: /home/satvik/Documents/CIKM/runs/run_20260521/responses/gpt_oss_120b_variant_0_sample0_responses.jsonl
  [v0] Remaining: 140 prompts
  Progress: 1/140 | Rate: 0.68/s | ETA: 3.4m
  Progress: 111/140 | Rate: 0.13/s | ETA: 3.7m
  Progress: 112/140 | Rate: 0.13/s | ETA: 3.6m
  Progress: 113/140 | Rate: 0.13/s | ETA: 3.4m
  Progress: 114/140 | Rate: 0.13/s | ETA: 3.3m
  Progress: 115/140 | Rate: 0.13/s | ETA: 3.2m
  Progress: 116/140 | Rate: 0.13/s | ETA: 3.1m
  Progress: 117/140 | Rate: 0.13/s | ETA: 2.9m
  Progress: 118/140 | Rate: 0.13/s | ETA: 2.8m
  Progress: 119/140 | Rate: 0.13/s | ETA: 2.7m
  Progress: 120/140 | Rate: 0.13/s | ETA: 2.5m
  Progress: 121/140 | Rate: 0.13/s | ETA: 2.4m
  Progress: 122/140 | Rate: 0.13/s | ETA: 2.3m
  Progress: 123/140 | Rate: 0.13/s | ETA: 2.1m
  Progress: 124/140 | Rate: 0.13/s | ETA: 2.0m
  Progress: 125/140 | Rate: 0.13/s | ETA: 1.9m
  Progress: 126/140 | Rate: 0.14/s | ETA: 1.7m
  Progress: 127/140 | Rate: 0.14/s | ETA: 1.6m
  Progress: 128/140 | Rate: 0.14/s | ETA: 1.5m
  Progress: 129/140 | Rate: 0.14/s | ETA: 1.3m
  Progress: 130/140 | Rate: 0.14/s | ETA: 1.2m
  Progress: 131/140 | Rate: 0.14/s | ETA: 1.1m
  Progress: 132/140 | Rate: 0.14/s | ETA: 1.0m
  Progress: 133/140 | Rate: 0.14/s | ETA: 0.8m
  Progress: 134/140 | Rate: 0.14/s | ETA: 0.7m
  Progress: 135/140 | Rate: 0.14/s | ETA: 0.6m
  Progress: 136/140 | Rate: 0.14/s | ETA: 0.5m
  Progress: 137/140 | Rate: 0.14/s | ETA: 0.4m
  Progress: 138/140 | Rate: 0.14/s | ETA: 0.2m
  Progress: 139/140 | Rate: 0.14/s | ETA: 0.1m
  Progress: 140/140 | Rate: 0.14/s | ETA: 0.0m
  [v0] ✔ Done. 140 responses in 1013.5s (0.14/s)

  [v1] Output: /home/satvik/Documents/CIKM/runs/run_20260521/responses/gpt_oss_120b_variant_1_sample0_responses.jsonl
  [v1] Remaining: 140 prompts
  Progress: 1/140 | Rate: 0.60/s | ETA: 3.9m
  Progress: 2/140 | Rate: 0.55/s | ETA: 4.2m
  Progress: 3/140 | Rate: 0.40/s | ETA: 5.7m
  Progress: 4/140 | Rate: 0.24/s | ETA: 9.3m
  Progress: 5/140 | Rate: 0.22/s | ETA: 10.3m
  Progress: 6/140 | Rate: 0.21/s | ETA: 10.5m
  Progress: 7/140 | Rate: 0.21/s | ETA: 10.3m
  Progress: 8/140 | Rate: 0.19/s | ETA: 11.4m
  Progress: 9/140 | Rate: 0.19/s | ETA: 11.3m
  Progress: 10/140 | Rate: 0.19/s | ETA: 11.2m
  Progress: 11/140 | Rate: 0.19/s | ETA: 11.3m
  Progress: 12/140 | Rate: 0.18/s | ETA: 11.6m
  Progress: 13/140 | Rate: 0.18/s | ETA: 11.7m
  Progress: 14/140 | Rate: 0.18/s | ETA: 11.4m
  Progress: 15/140 | Rate: 0.18/s | ETA: 11.5m
  Progress: 16/140 | Rate: 0.18/s | ETA: 11.6m
  Progress: 17/140 | Rate: 0.17/s | ETA: 11.7m
  Progress: 18/140 | Rate: 0.18/s | ETA: 11.6m
  Progress: 19/140 | Rate: 0.17/s | ETA: 11.6m
  Progress: 20/140 | Rate: 0.17/s | ETA: 11.7m
  Progress: 21/140 | Rate: 0.17/s | ETA: 11.8m
  Progress: 22/140 | Rate: 0.17/s | ETA: 11.6m
  Progress: 23/140 | Rate: 0.17/s | ETA: 11.5m
  Progress: 24/140 | Rate: 0.17/s | ETA: 11.7m
  Progress: 25/140 | Rate: 0.17/s | ETA: 11.5m
  Progress: 26/140 | Rate: 0.17/s | ETA: 11.3m
  Progress: 27/140 | Rate: 0.17/s | ETA: 11.0m
  Progress: 28/140 | Rate: 0.17/s | ETA: 11.0m
  Progress: 29/140 | Rate: 0.17/s | ETA: 10.8m
  Progress: 30/140 | Rate: 0.17/s | ETA: 10.9m
  Progress: 31/140 | Rate: 0.17/s | ETA: 10.8m
  Progress: 32/140 | Rate: 0.17/s | ETA: 10.8m
  Progress: 33/140 | Rate: 0.17/s | ETA: 10.7m
  Progress: 34/140 | Rate: 0.17/s | ETA: 10.7m
  Progress: 35/140 | Rate: 0.16/s | ETA: 10.7m
  Progress: 36/140 | Rate: 0.16/s | ETA: 10.7m
  Progress: 37/140 | Rate: 0.16/s | ETA: 10.6m
  Progress: 38/140 | Rate: 0.16/s | ETA: 10.5m
  Progress: 39/140 | Rate: 0.16/s | ETA: 10.4m
  Progress: 40/140 | Rate: 0.16/s | ETA: 10.2m
  Progress: 41/140 | Rate: 0.16/s | ETA: 10.2m
  Progress: 42/140 | Rate: 0.16/s | ETA: 10.1m
  Progress: 43/140 | Rate: 0.16/s | ETA: 10.0m
  Progress: 44/140 | Rate: 0.16/s | ETA: 9.9m
  Progress: 45/140 | Rate: 0.16/s | ETA: 9.9m
  Progress: 46/140 | Rate: 0.16/s | ETA: 9.8m
  Progress: 47/140 | Rate: 0.16/s | ETA: 9.7m
  Progress: 48/140 | Rate: 0.16/s | ETA: 9.6m
  Progress: 49/140 | Rate: 0.16/s | ETA: 9.5m
  Progress: 50/140 | Rate: 0.16/s | ETA: 9.4m
  Progress: 51/140 | Rate: 0.16/s | ETA: 9.2m
  Progress: 52/140 | Rate: 0.16/s | ETA: 9.0m
  Progress: 53/140 | Rate: 0.17/s | ETA: 8.8m
  Progress: 54/140 | Rate: 0.17/s | ETA: 8.6m
  Progress: 55/140 | Rate: 0.17/s | ETA: 8.5m
  Progress: 56/140 | Rate: 0.17/s | ETA: 8.4m
  Progress: 57/140 | Rate: 0.17/s | ETA: 8.3m
  Progress: 58/140 | Rate: 0.17/s | ETA: 8.1m
  Progress: 59/140 | Rate: 0.17/s | ETA: 7.9m
  Progress: 60/140 | Rate: 0.17/s | ETA: 7.8m
  Progress: 61/140 | Rate: 0.17/s | ETA: 7.7m
  Progress: 62/140 | Rate: 0.17/s | ETA: 7.7m
  Progress: 63/140 | Rate: 0.17/s | ETA: 7.6m
  Progress: 64/140 | Rate: 0.17/s | ETA: 7.5m
  Progress: 65/140 | Rate: 0.17/s | ETA: 7.4m
  Progress: 66/140 | Rate: 0.17/s | ETA: 7.3m
  Progress: 67/140 | Rate: 0.17/s | ETA: 7.2m
  Progress: 68/140 | Rate: 0.17/s | ETA: 7.1m
  Progress: 69/140 | Rate: 0.17/s | ETA: 7.1m
  Progress: 70/140 | Rate: 0.17/s | ETA: 7.0m
  Progress: 71/140 | Rate: 0.17/s | ETA: 6.9m
  Progress: 72/140 | Rate: 0.17/s | ETA: 6.8m
  Progress: 73/140 | Rate: 0.17/s | ETA: 6.7m
  Progress: 74/140 | Rate: 0.17/s | ETA: 6.6m
  Progress: 75/140 | Rate: 0.17/s | ETA: 6.5m
  Progress: 76/140 | Rate: 0.17/s | ETA: 6.4m
  Progress: 77/140 | Rate: 0.16/s | ETA: 6.4m
  Progress: 78/140 | Rate: 0.16/s | ETA: 6.3m
  Progress: 79/140 | Rate: 0.16/s | ETA: 6.2m
  Progress: 80/140 | Rate: 0.16/s | ETA: 6.1m
  Progress: 81/140 | Rate: 0.16/s | ETA: 6.0m
  Progress: 82/140 | Rate: 0.16/s | ETA: 5.9m
  Progress: 83/140 | Rate: 0.16/s | ETA: 5.8m
  Progress: 84/140 | Rate: 0.16/s | ETA: 5.7m
  Progress: 85/140 | Rate: 0.16/s | ETA: 5.6m
  Progress: 86/140 | Rate: 0.16/s | ETA: 5.5m
  Progress: 87/140 | Rate: 0.16/s | ETA: 5.5m
  Progress: 88/140 | Rate: 0.16/s | ETA: 5.4m
  Progress: 89/140 | Rate: 0.16/s | ETA: 5.3m
  Progress: 90/140 | Rate: 0.16/s | ETA: 5.2m
  Progress: 91/140 | Rate: 0.16/s | ETA: 5.1m
  Progress: 92/140 | Rate: 0.16/s | ETA: 5.0m
  Progress: 93/140 | Rate: 0.16/s | ETA: 4.9m
  Progress: 94/140 | Rate: 0.16/s | ETA: 4.8m
  Progress: 95/140 | Rate: 0.16/s | ETA: 4.7m
  Progress: 96/140 | Rate: 0.16/s | ETA: 4.7m
  Progress: 97/140 | Rate: 0.15/s | ETA: 4.7m
  Progress: 98/140 | Rate: 0.15/s | ETA: 4.6m
  Progress: 99/140 | Rate: 0.15/s | ETA: 4.5m
  Progress: 100/140 | Rate: 0.15/s | ETA: 4.4m
  Progress: 101/140 | Rate: 0.15/s | ETA: 4.3m
  Progress: 102/140 | Rate: 0.15/s | ETA: 4.2m
  Progress: 103/140 | Rate: 0.15/s | ETA: 4.0m
  Progress: 104/140 | Rate: 0.15/s | ETA: 3.9m
  Progress: 105/140 | Rate: 0.15/s | ETA: 3.9m
  Progress: 106/140 | Rate: 0.15/s | ETA: 3.8m
  Progress: 107/140 | Rate: 0.15/s | ETA: 3.7m
  Progress: 108/140 | Rate: 0.15/s | ETA: 3.6m
  Progress: 109/140 | Rate: 0.15/s | ETA: 3.5m
  Progress: 110/140 | Rate: 0.15/s | ETA: 3.4m
  Progress: 111/140 | Rate: 0.14/s | ETA: 3.4m
  Progress: 112/140 | Rate: 0.14/s | ETA: 3.3m
  Progress: 113/140 | Rate: 0.14/s | ETA: 3.2m
  Progress: 114/140 | Rate: 0.14/s | ETA: 3.1m
  Progress: 115/140 | Rate: 0.14/s | ETA: 2.9m
  Progress: 116/140 | Rate: 0.14/s | ETA: 2.8m
  Progress: 117/140 | Rate: 0.14/s | ETA: 2.7m
  Progress: 118/140 | Rate: 0.14/s | ETA: 2.6m
  Progress: 119/140 | Rate: 0.14/s | ETA: 2.5m
  Progress: 120/140 | Rate: 0.14/s | ETA: 2.4m
  Progress: 121/140 | Rate: 0.14/s | ETA: 2.3m
  Progress: 122/140 | Rate: 0.14/s | ETA: 2.2m
  Progress: 123/140 | Rate: 0.14/s | ETA: 2.0m
  Progress: 124/140 | Rate: 0.14/s | ETA: 1.9m
  Progress: 125/140 | Rate: 0.14/s | ETA: 1.8m
  Progress: 126/140 | Rate: 0.14/s | ETA: 1.6m
  Progress: 127/140 | Rate: 0.14/s | ETA: 1.5m
  Progress: 128/140 | Rate: 0.14/s | ETA: 1.4m
  Progress: 129/140 | Rate: 0.14/s | ETA: 1.3m
  Progress: 130/140 | Rate: 0.14/s | ETA: 1.2m
  Progress: 131/140 | Rate: 0.14/s | ETA: 1.0m
  Progress: 132/140 | Rate: 0.14/s | ETA: 0.9m
  Progress: 133/140 | Rate: 0.14/s | ETA: 0.8m
  Progress: 134/140 | Rate: 0.14/s | ETA: 0.7m
  Progress: 135/140 | Rate: 0.14/s | ETA: 0.6m
  Progress: 136/140 | Rate: 0.14/s | ETA: 0.5m
  Progress: 137/140 | Rate: 0.14/s | ETA: 0.4m
  Progress: 138/140 | Rate: 0.14/s | ETA: 0.2m
  Progress: 139/140 | Rate: 0.14/s | ETA: 0.1m
  Progress: 140/140 | Rate: 0.14/s | ETA: 0.0m
  [v1] ✔ Done. 140 responses in 1012.1s (0.14/s)
>>> sample=1  10:55:00Z

============================================================
  Model:    gpt_oss_120b (openai/gpt-oss-120b-maas)
  Sample:   1  |  Run: run_20260521
  Variants: [0, 1]
============================================================

  [v0] Output: /home/satvik/Documents/CIKM/runs/run_20260521/responses/gpt_oss_120b_variant_0_sample1_responses.jsonl
  [v0] Remaining: 140 prompts
  Progress: 1/140 | Rate: 1.13/s | ETA: 2.0m
  Progress: 2/140 | Rate: 0.23/s | ETA: 10.1m
  Progress: 3/140 | Rate: 0.26/s | ETA: 8.9m
  Progress: 4/140 | Rate: 0.20/s | ETA: 11.1m
  Progress: 5/140 | Rate: 0.21/s | ETA: 10.8m
  Progress: 6/140 | Rate: 0.19/s | ETA: 11.6m
  Progress: 7/140 | Rate: 0.18/s | ETA: 12.2m
  Progress: 8/140 | Rate: 0.16/s | ETA: 13.7m
  Progress: 9/140 | Rate: 0.16/s | ETA: 13.4m
  Progress: 10/140 | Rate: 0.16/s | ETA: 13.9m
  Progress: 11/140 | Rate: 0.15/s | ETA: 14.3m
  Progress: 12/140 | Rate: 0.14/s | ETA: 15.2m
  Progress: 13/140 | Rate: 0.14/s | ETA: 15.2m
  Progress: 14/140 | Rate: 0.14/s | ETA: 15.0m
  Progress: 15/140 | Rate: 0.06/s | ETA: 33.1m
  Progress: 16/140 | Rate: 0.06/s | ETA: 32.0m
  Progress: 17/140 | Rate: 0.07/s | ETA: 30.9m
  Progress: 18/140 | Rate: 0.07/s | ETA: 29.6m
  Progress: 19/140 | Rate: 0.07/s | ETA: 28.6m
  Progress: 20/140 | Rate: 0.07/s | ETA: 27.9m
  Progress: 21/140 | Rate: 0.07/s | ETA: 26.9m
  Progress: 22/140 | Rate: 0.08/s | ETA: 25.9m
  Progress: 23/140 | Rate: 0.08/s | ETA: 25.4m
  Progress: 24/140 | Rate: 0.08/s | ETA: 24.6m
  Progress: 25/140 | Rate: 0.08/s | ETA: 24.0m
  Progress: 26/140 | Rate: 0.08/s | ETA: 23.5m
  Progress: 27/140 | Rate: 0.08/s | ETA: 22.7m
  Progress: 28/140 | Rate: 0.08/s | ETA: 22.0m
  Progress: 29/140 | Rate: 0.09/s | ETA: 21.5m
  Progress: 30/140 | Rate: 0.09/s | ETA: 20.8m
  Progress: 31/140 | Rate: 0.09/s | ETA: 20.3m
  Progress: 32/140 | Rate: 0.09/s | ETA: 19.9m
  Progress: 33/140 | Rate: 0.09/s | ETA: 19.4m
  Progress: 34/140 | Rate: 0.09/s | ETA: 19.2m
  Progress: 35/140 | Rate: 0.09/s | ETA: 18.9m
  Progress: 36/140 | Rate: 0.09/s | ETA: 18.7m
  Progress: 37/140 | Rate: 0.09/s | ETA: 18.3m
  Progress: 38/140 | Rate: 0.09/s | ETA: 18.2m
  Progress: 39/140 | Rate: 0.09/s | ETA: 17.8m
  Progress: 40/140 | Rate: 0.10/s | ETA: 17.5m
  Progress: 41/140 | Rate: 0.10/s | ETA: 17.3m
  Progress: 42/140 | Rate: 0.10/s | ETA: 17.0m
  Progress: 43/140 | Rate: 0.10/s | ETA: 16.7m
  Progress: 44/140 | Rate: 0.10/s | ETA: 16.4m
  Progress: 45/140 | Rate: 0.10/s | ETA: 16.2m
  Progress: 46/140 | Rate: 0.10/s | ETA: 16.1m
  Progress: 47/140 | Rate: 0.10/s | ETA: 15.8m
  Progress: 48/140 | Rate: 0.10/s | ETA: 15.9m
  Progress: 49/140 | Rate: 0.10/s | ETA: 15.8m
  Progress: 50/140 | Rate: 0.10/s | ETA: 15.6m
  Progress: 51/140 | Rate: 0.10/s | ETA: 15.1m
  Progress: 52/140 | Rate: 0.10/s | ETA: 14.8m
  Progress: 53/140 | Rate: 0.10/s | ETA: 14.4m
  Progress: 54/140 | Rate: 0.10/s | ETA: 14.0m
  Progress: 55/140 | Rate: 0.10/s | ETA: 13.8m
  Progress: 56/140 | Rate: 0.10/s | ETA: 13.5m
  Progress: 57/140 | Rate: 0.11/s | ETA: 13.2m
  Progress: 58/140 | Rate: 0.11/s | ETA: 12.8m
  Progress: 59/140 | Rate: 0.11/s | ETA: 12.5m
  Progress: 60/140 | Rate: 0.11/s | ETA: 12.2m
  Progress: 61/140 | Rate: 0.11/s | ETA: 12.1m
  Progress: 62/140 | Rate: 0.11/s | ETA: 11.9m
  Progress: 63/140 | Rate: 0.11/s | ETA: 11.7m
  Progress: 64/140 | Rate: 0.11/s | ETA: 11.5m
  Progress: 65/140 | Rate: 0.11/s | ETA: 11.5m
  Progress: 66/140 | Rate: 0.11/s | ETA: 11.4m
  Progress: 67/140 | Rate: 0.11/s | ETA: 11.2m
  Progress: 68/140 | Rate: 0.11/s | ETA: 11.2m
  Progress: 69/140 | Rate: 0.11/s | ETA: 11.0m
  Progress: 70/140 | Rate: 0.11/s | ETA: 10.8m
  Progress: 71/140 | Rate: 0.11/s | ETA: 10.7m
  Progress: 72/140 | Rate: 0.11/s | ETA: 10.5m
  Progress: 73/140 | Rate: 0.11/s | ETA: 10.4m
  Progress: 74/140 | Rate: 0.11/s | ETA: 10.3m
  Progress: 75/140 | Rate: 0.11/s | ETA: 10.1m
  Progress: 76/140 | Rate: 0.11/s | ETA: 9.9m
  Progress: 77/140 | Rate: 0.11/s | ETA: 9.8m
  Progress: 78/140 | Rate: 0.11/s | ETA: 9.6m
  Progress: 79/140 | Rate: 0.11/s | ETA: 9.5m
  Progress: 80/140 | Rate: 0.11/s | ETA: 9.3m
  Progress: 81/140 | Rate: 0.11/s | ETA: 9.1m
  Progress: 82/140 | Rate: 0.11/s | ETA: 8.9m
  Progress: 83/140 | Rate: 0.11/s | ETA: 8.8m
  Progress: 84/140 | Rate: 0.11/s | ETA: 8.6m
  Progress: 85/140 | Rate: 0.11/s | ETA: 8.4m
  Progress: 86/140 | Rate: 0.11/s | ETA: 8.2m
  Progress: 87/140 | Rate: 0.11/s | ETA: 8.1m
  Progress: 88/140 | Rate: 0.11/s | ETA: 7.9m
  Progress: 89/140 | Rate: 0.11/s | ETA: 7.8m
  Progress: 90/140 | Rate: 0.11/s | ETA: 7.6m
  Progress: 91/140 | Rate: 0.11/s | ETA: 7.4m
  Progress: 92/140 | Rate: 0.11/s | ETA: 7.2m
  Progress: 93/140 | Rate: 0.11/s | ETA: 7.0m
  Progress: 94/140 | Rate: 0.11/s | ETA: 6.9m
  Progress: 95/140 | Rate: 0.11/s | ETA: 6.7m
  Progress: 96/140 | Rate: 0.11/s | ETA: 6.5m
  Progress: 97/140 | Rate: 0.11/s | ETA: 6.3m
  Progress: 98/140 | Rate: 0.11/s | ETA: 6.2m
  Progress: 99/140 | Rate: 0.11/s | ETA: 6.0m
  Progress: 100/140 | Rate: 0.11/s | ETA: 5.9m
  Progress: 101/140 | Rate: 0.11/s | ETA: 5.7m
  Progress: 102/140 | Rate: 0.11/s | ETA: 5.6m
  Progress: 103/140 | Rate: 0.11/s | ETA: 5.4m
  Progress: 104/140 | Rate: 0.11/s | ETA: 5.2m
  Progress: 105/140 | Rate: 0.11/s | ETA: 5.1m
  Progress: 106/140 | Rate: 0.11/s | ETA: 4.9m
  Progress: 107/140 | Rate: 0.12/s | ETA: 4.8m
  Progress: 108/140 | Rate: 0.12/s | ETA: 4.6m
  Progress: 109/140 | Rate: 0.12/s | ETA: 4.5m
  Progress: 110/140 | Rate: 0.12/s | ETA: 4.3m
  Progress: 111/140 | Rate: 0.12/s | ETA: 4.2m
  Progress: 112/140 | Rate: 0.12/s | ETA: 4.0m
  Progress: 113/140 | Rate: 0.12/s | ETA: 3.9m
  Progress: 114/140 | Rate: 0.12/s | ETA: 3.7m
  Progress: 115/140 | Rate: 0.12/s | ETA: 3.6m
  Progress: 116/140 | Rate: 0.12/s | ETA: 3.4m
  Progress: 117/140 | Rate: 0.12/s | ETA: 3.3m
  Progress: 118/140 | Rate: 0.12/s | ETA: 3.1m
  Progress: 119/140 | Rate: 0.12/s | ETA: 3.0m
  Progress: 120/140 | Rate: 0.12/s | ETA: 2.8m
  Progress: 121/140 | Rate: 0.12/s | ETA: 2.7m
  Progress: 122/140 | Rate: 0.12/s | ETA: 2.5m
  Progress: 123/140 | Rate: 0.12/s | ETA: 2.4m
  Progress: 124/140 | Rate: 0.12/s | ETA: 2.2m
  Progress: 125/140 | Rate: 0.12/s | ETA: 2.1m
  Progress: 126/140 | Rate: 0.12/s | ETA: 1.9m
  Progress: 127/140 | Rate: 0.12/s | ETA: 1.8m
  Progress: 128/140 | Rate: 0.12/s | ETA: 1.6m
  Progress: 129/140 | Rate: 0.12/s | ETA: 1.5m
  Progress: 130/140 | Rate: 0.12/s | ETA: 1.4m
  Progress: 131/140 | Rate: 0.12/s | ETA: 1.2m
  Progress: 132/140 | Rate: 0.12/s | ETA: 1.1m
