=== gpt_oss_120b | run_id=run_20260521 ===
>>> regime=vanilla  sample=0  20:37:18Z

============================================================
  Model:   gpt_oss_120b (openai/gpt-oss-120b-maas)
  Regime:  vanilla  |  Sample: 0  |  Run: run_20260521
  Progress: 43/140 | Rate: 0.08/s | ETA: 20.4m
  Progress: 44/140 | Rate: 0.08/s | ETA: 20.1m
  Progress: 45/140 | Rate: 0.08/s | ETA: 19.8m
  Progress: 46/140 | Rate: 0.08/s | ETA: 20.1m
  Progress: 47/140 | Rate: 0.08/s | ETA: 19.7m
  Progress: 48/140 | Rate: 0.08/s | ETA: 19.4m
  Progress: 49/140 | Rate: 0.08/s | ETA: 19.1m
  Progress: 50/140 | Rate: 0.08/s | ETA: 18.9m
  Progress: 51/140 | Rate: 0.08/s | ETA: 18.5m
  Progress: 52/140 | Rate: 0.08/s | ETA: 18.1m
  Progress: 53/140 | Rate: 0.08/s | ETA: 17.6m
  Progress: 54/140 | Rate: 0.08/s | ETA: 17.2m
  Progress: 55/140 | Rate: 0.08/s | ETA: 16.8m
  Progress: 56/140 | Rate: 0.08/s | ETA: 16.7m
  Progress: 57/140 | Rate: 0.09/s | ETA: 16.3m
  Progress: 58/140 | Rate: 0.09/s | ETA: 15.9m
  Progress: 59/140 | Rate: 0.09/s | ETA: 15.5m
  Progress: 60/140 | Rate: 0.09/s | ETA: 15.2m
  Progress: 61/140 | Rate: 0.09/s | ETA: 15.2m
  Progress: 62/140 | Rate: 0.09/s | ETA: 14.8m
  Progress: 63/140 | Rate: 0.09/s | ETA: 14.7m
  Progress: 64/140 | Rate: 0.09/s | ETA: 14.4m
  Progress: 65/140 | Rate: 0.09/s | ETA: 14.2m
  Progress: 66/140 | Rate: 0.09/s | ETA: 13.9m
  Progress: 67/140 | Rate: 0.09/s | ETA: 13.7m
  Progress: 68/140 | Rate: 0.09/s | ETA: 13.6m
  Progress: 69/140 | Rate: 0.09/s | ETA: 13.4m
  Progress: 70/140 | Rate: 0.09/s | ETA: 13.3m
  Progress: 71/140 | Rate: 0.09/s | ETA: 13.1m
  Progress: 72/140 | Rate: 0.09/s | ETA: 12.8m
  Progress: 73/140 | Rate: 0.09/s | ETA: 12.6m
  Progress: 74/140 | Rate: 0.09/s | ETA: 12.4m
  Progress: 75/140 | Rate: 0.09/s | ETA: 12.2m
  Progress: 76/140 | Rate: 0.09/s | ETA: 12.0m
  Progress: 77/140 | Rate: 0.09/s | ETA: 11.8m
  Progress: 78/140 | Rate: 0.09/s | ETA: 11.6m
  Progress: 79/140 | Rate: 0.09/s | ETA: 11.3m
  Progress: 80/140 | Rate: 0.09/s | ETA: 11.1m
  Progress: 81/140 | Rate: 0.09/s | ETA: 11.0m
  Progress: 82/140 | Rate: 0.09/s | ETA: 10.8m
  Progress: 83/140 | Rate: 0.09/s | ETA: 10.5m
  Progress: 84/140 | Rate: 0.09/s | ETA: 10.3m
  Progress: 85/140 | Rate: 0.09/s | ETA: 10.1m
  Progress: 86/140 | Rate: 0.09/s | ETA: 9.9m
  Progress: 87/140 | Rate: 0.09/s | ETA: 9.7m
  Progress: 88/140 | Rate: 0.09/s | ETA: 9.6m
  Progress: 89/140 | Rate: 0.09/s | ETA: 9.3m
  Progress: 90/140 | Rate: 0.09/s | ETA: 9.1m
  Progress: 91/140 | Rate: 0.09/s | ETA: 8.9m
  Progress: 92/140 | Rate: 0.09/s | ETA: 8.7m
  Progress: 93/140 | Rate: 0.09/s | ETA: 8.6m
  Progress: 94/140 | Rate: 0.09/s | ETA: 8.4m
  Progress: 95/140 | Rate: 0.09/s | ETA: 8.2m
  Progress: 96/140 | Rate: 0.09/s | ETA: 8.0m
  Progress: 97/140 | Rate: 0.09/s | ETA: 7.8m
  Progress: 98/140 | Rate: 0.09/s | ETA: 7.8m
  Progress: 99/140 | Rate: 0.09/s | ETA: 7.6m
  Progress: 100/140 | Rate: 0.09/s | ETA: 7.4m
  Progress: 101/140 | Rate: 0.09/s | ETA: 7.2m
  Progress: 102/140 | Rate: 0.08/s | ETA: 7.6m
  Progress: 103/140 | Rate: 0.08/s | ETA: 7.4m
  Progress: 104/140 | Rate: 0.08/s | ETA: 7.1m
  Progress: 105/140 | Rate: 0.08/s | ETA: 6.9m
  Progress: 106/140 | Rate: 0.08/s | ETA: 6.7m
  Progress: 107/140 | Rate: 0.08/s | ETA: 6.5m
  Progress: 108/140 | Rate: 0.08/s | ETA: 6.3m
  Progress: 109/140 | Rate: 0.08/s | ETA: 6.1m
  Progress: 110/140 | Rate: 0.08/s | ETA: 6.0m
  Progress: 111/140 | Rate: 0.08/s | ETA: 5.8m
  Progress: 112/140 | Rate: 0.08/s | ETA: 5.6m
  Progress: 113/140 | Rate: 0.08/s | ETA: 5.4m
  Progress: 114/140 | Rate: 0.08/s | ETA: 5.2m
  Progress: 115/140 | Rate: 0.08/s | ETA: 5.0m
  Progress: 116/140 | Rate: 0.08/s | ETA: 4.8m
  Progress: 117/140 | Rate: 0.08/s | ETA: 4.6m
  Progress: 118/140 | Rate: 0.08/s | ETA: 4.4m
  Progress: 119/140 | Rate: 0.08/s | ETA: 4.2m
  Progress: 120/140 | Rate: 0.08/s | ETA: 4.0m
  Progress: 121/140 | Rate: 0.08/s | ETA: 3.8m
  Progress: 122/140 | Rate: 0.08/s | ETA: 3.6m
  Progress: 123/140 | Rate: 0.08/s | ETA: 3.3m
  Progress: 124/140 | Rate: 0.09/s | ETA: 3.1m
  Progress: 125/140 | Rate: 0.09/s | ETA: 2.9m
  Progress: 126/140 | Rate: 0.09/s | ETA: 2.7m
  Progress: 127/140 | Rate: 0.09/s | ETA: 2.5m
  Progress: 128/140 | Rate: 0.09/s | ETA: 2.3m
  Progress: 129/140 | Rate: 0.09/s | ETA: 2.1m
  Progress: 130/140 | Rate: 0.09/s | ETA: 1.9m
  Progress: 131/140 | Rate: 0.09/s | ETA: 1.7m
  Progress: 132/140 | Rate: 0.09/s | ETA: 1.5m
  Progress: 133/140 | Rate: 0.09/s | ETA: 1.3m
  Progress: 134/140 | Rate: 0.09/s | ETA: 1.2m
  Progress: 135/140 | Rate: 0.09/s | ETA: 1.0m
  Progress: 136/140 | Rate: 0.09/s | ETA: 0.8m
  Progress: 137/140 | Rate: 0.09/s | ETA: 0.6m
  Progress: 138/140 | Rate: 0.09/s | ETA: 0.4m
  Progress: 139/140 | Rate: 0.09/s | ETA: 0.2m
  Progress: 140/140 | Rate: 0.09/s | ETA: 0.0m

✔ Done. 140 responses in 1614.3s (0.09/s)
>>> regime=vanilla  sample=1  21:04:13Z

============================================================
  Model:   gpt_oss_120b (openai/gpt-oss-120b-maas)
  Regime:  vanilla  |  Sample: 1  |  Run: run_20260521
  Output:  /home/satvik/Documents/CIKM/runs/run_20260521/responses/gpt_oss_120b_vanilla_sample1_responses.jsonl
============================================================
  Remaining: 140 prompts
  Progress: 1/140 | Rate: 0.06/s | ETA: 41.1m
  Progress: 2/140 | Rate: 0.07/s | ETA: 30.7m
  Progress: 3/140 | Rate: 0.06/s | ETA: 36.6m
  Progress: 4/140 | Rate: 0.06/s | ETA: 35.9m
  Progress: 5/140 | Rate: 0.06/s | ETA: 36.3m
  Progress: 6/140 | Rate: 0.06/s | ETA: 35.5m
  Progress: 7/140 | Rate: 0.07/s | ETA: 33.2m
  Progress: 8/140 | Rate: 0.07/s | ETA: 33.3m
  Progress: 9/140 | Rate: 0.07/s | ETA: 32.4m
  Progress: 10/140 | Rate: 0.07/s | ETA: 32.2m
  Progress: 11/140 | Rate: 0.07/s | ETA: 31.6m
  Progress: 12/140 | Rate: 0.07/s | ETA: 31.0m
  Progress: 13/140 | Rate: 0.07/s | ETA: 30.6m
  Progress: 14/140 | Rate: 0.07/s | ETA: 29.9m
  Progress: 15/140 | Rate: 0.07/s | ETA: 29.8m
  Progress: 16/140 | Rate: 0.07/s | ETA: 29.1m
  Progress: 17/140 | Rate: 0.07/s | ETA: 29.3m
  Progress: 18/140 | Rate: 0.07/s | ETA: 29.9m
  Progress: 19/140 | Rate: 0.07/s | ETA: 29.7m
  Progress: 20/140 | Rate: 0.07/s | ETA: 29.6m
  Progress: 21/140 | Rate: 0.07/s | ETA: 29.1m
  Progress: 22/140 | Rate: 0.07/s | ETA: 28.8m
  Progress: 23/140 | Rate: 0.07/s | ETA: 28.5m
  Progress: 24/140 | Rate: 0.07/s | ETA: 28.1m
  Progress: 25/140 | Rate: 0.07/s | ETA: 28.1m
  Progress: 26/140 | Rate: 0.07/s | ETA: 27.8m
  Progress: 27/140 | Rate: 0.07/s | ETA: 27.1m
  Progress: 28/140 | Rate: 0.07/s | ETA: 26.4m
  Progress: 29/140 | Rate: 0.07/s | ETA: 26.3m
  Progress: 30/140 | Rate: 0.07/s | ETA: 25.6m
  Progress: 31/140 | Rate: 0.07/s | ETA: 25.2m
  Progress: 32/140 | Rate: 0.07/s | ETA: 25.4m
  Progress: 33/140 | Rate: 0.07/s | ETA: 25.2m
  Progress: 34/140 | Rate: 0.07/s | ETA: 25.1m
  Progress: 35/140 | Rate: 0.07/s | ETA: 24.7m
  Progress: 36/140 | Rate: 0.07/s | ETA: 24.4m
  Progress: 37/140 | Rate: 0.07/s | ETA: 24.1m
  Progress: 38/140 | Rate: 0.07/s | ETA: 23.8m
  Progress: 39/140 | Rate: 0.07/s | ETA: 23.4m
  Progress: 40/140 | Rate: 0.07/s | ETA: 23.0m
  Progress: 41/140 | Rate: 0.07/s | ETA: 22.7m
  Progress: 42/140 | Rate: 0.07/s | ETA: 22.3m
  Progress: 43/140 | Rate: 0.07/s | ETA: 21.9m
  Progress: 44/140 | Rate: 0.07/s | ETA: 21.5m
  Progress: 45/140 | Rate: 0.07/s | ETA: 21.1m
  Progress: 46/140 | Rate: 0.07/s | ETA: 20.9m
  Progress: 47/140 | Rate: 0.08/s | ETA: 20.5m
  Progress: 48/140 | Rate: 0.08/s | ETA: 20.2m
  [cat5_orig_009] [Attempt 1] Error: Expecting value: line 1 column 1 (char 0) — waiting 2s
  Progress: 49/140 | Rate: 0.07/s | ETA: 20.4m
  Progress: 50/140 | Rate: 0.07/s | ETA: 20.0m
  Progress: 51/140 | Rate: 0.08/s | ETA: 19.5m
  Progress: 52/140 | Rate: 0.08/s | ETA: 19.0m
  Progress: 53/140 | Rate: 0.08/s | ETA: 18.5m
  Progress: 54/140 | Rate: 0.08/s | ETA: 18.0m
  Progress: 55/140 | Rate: 0.08/s | ETA: 17.6m
  Progress: 56/140 | Rate: 0.08/s | ETA: 17.2m
  Progress: 57/140 | Rate: 0.08/s | ETA: 16.8m
  Progress: 58/140 | Rate: 0.08/s | ETA: 16.4m
  Progress: 59/140 | Rate: 0.08/s | ETA: 15.9m
  Progress: 60/140 | Rate: 0.09/s | ETA: 15.5m
  Progress: 61/140 | Rate: 0.09/s | ETA: 15.1m
  Progress: 62/140 | Rate: 0.09/s | ETA: 14.8m
  Progress: 63/140 | Rate: 0.09/s | ETA: 14.5m
  Progress: 64/140 | Rate: 0.09/s | ETA: 14.2m
  Progress: 65/140 | Rate: 0.09/s | ETA: 14.0m
  Progress: 66/140 | Rate: 0.09/s | ETA: 13.7m
  Progress: 67/140 | Rate: 0.09/s | ETA: 13.5m
  Progress: 68/140 | Rate: 0.09/s | ETA: 13.3m
  Progress: 69/140 | Rate: 0.09/s | ETA: 13.2m
  Progress: 70/140 | Rate: 0.09/s | ETA: 13.0m
  Progress: 71/140 | Rate: 0.09/s | ETA: 12.9m
  Progress: 72/140 | Rate: 0.09/s | ETA: 12.7m
  Progress: 73/140 | Rate: 0.09/s | ETA: 12.5m
  Progress: 74/140 | Rate: 0.09/s | ETA: 12.4m
  Progress: 75/140 | Rate: 0.09/s | ETA: 12.2m
  Progress: 76/140 | Rate: 0.09/s | ETA: 11.9m
  Progress: 77/140 | Rate: 0.09/s | ETA: 11.7m
  Progress: 78/140 | Rate: 0.09/s | ETA: 11.5m
  Progress: 79/140 | Rate: 0.09/s | ETA: 11.3m
  Progress: 80/140 | Rate: 0.09/s | ETA: 11.2m
  Progress: 81/140 | Rate: 0.09/s | ETA: 11.1m
  Progress: 82/140 | Rate: 0.09/s | ETA: 10.9m
  Progress: 83/140 | Rate: 0.09/s | ETA: 10.7m
  Progress: 84/140 | Rate: 0.09/s | ETA: 10.6m
  Progress: 85/140 | Rate: 0.09/s | ETA: 10.4m
  Progress: 86/140 | Rate: 0.09/s | ETA: 10.2m
  Progress: 87/140 | Rate: 0.09/s | ETA: 10.2m
  Progress: 88/140 | Rate: 0.09/s | ETA: 10.0m
  Progress: 89/140 | Rate: 0.09/s | ETA: 9.7m
  Progress: 90/140 | Rate: 0.09/s | ETA: 9.6m
  Progress: 91/140 | Rate: 0.09/s | ETA: 9.4m
  Progress: 92/140 | Rate: 0.09/s | ETA: 9.1m
  Progress: 93/140 | Rate: 0.09/s | ETA: 9.0m
  Progress: 94/140 | Rate: 0.09/s | ETA: 8.8m
  Progress: 95/140 | Rate: 0.09/s | ETA: 8.6m
  Progress: 96/140 | Rate: 0.09/s | ETA: 8.4m
  Progress: 97/140 | Rate: 0.09/s | ETA: 8.2m
  Progress: 98/140 | Rate: 0.09/s | ETA: 8.0m
  Progress: 99/140 | Rate: 0.09/s | ETA: 7.8m
  Progress: 100/140 | Rate: 0.09/s | ETA: 7.6m
  Progress: 101/140 | Rate: 0.09/s | ETA: 7.4m
  Progress: 102/140 | Rate: 0.09/s | ETA: 7.2m
  Progress: 103/140 | Rate: 0.09/s | ETA: 7.0m
  Progress: 104/140 | Rate: 0.09/s | ETA: 6.8m
  Progress: 105/140 | Rate: 0.09/s | ETA: 6.5m
  Progress: 106/140 | Rate: 0.09/s | ETA: 6.4m
  Progress: 107/140 | Rate: 0.09/s | ETA: 6.2m
  Progress: 108/140 | Rate: 0.09/s | ETA: 6.0m
  Progress: 109/140 | Rate: 0.09/s | ETA: 5.8m
  Progress: 110/140 | Rate: 0.09/s | ETA: 5.6m
  Progress: 111/140 | Rate: 0.09/s | ETA: 5.4m
  Progress: 112/140 | Rate: 0.09/s | ETA: 5.2m
  Progress: 113/140 | Rate: 0.09/s | ETA: 5.0m
  Progress: 114/140 | Rate: 0.09/s | ETA: 4.8m
  Progress: 115/140 | Rate: 0.09/s | ETA: 4.6m
  Progress: 116/140 | Rate: 0.09/s | ETA: 4.4m
  Progress: 117/140 | Rate: 0.09/s | ETA: 4.2m
  Progress: 118/140 | Rate: 0.09/s | ETA: 4.1m
  Progress: 119/140 | Rate: 0.09/s | ETA: 3.9m
  Progress: 120/140 | Rate: 0.09/s | ETA: 3.7m
  Progress: 121/140 | Rate: 0.09/s | ETA: 3.5m
  Progress: 122/140 | Rate: 0.09/s | ETA: 3.3m
  Progress: 123/140 | Rate: 0.09/s | ETA: 3.1m
  Progress: 124/140 | Rate: 0.09/s | ETA: 2.9m
  Progress: 125/140 | Rate: 0.09/s | ETA: 2.7m
  Progress: 126/140 | Rate: 0.09/s | ETA: 2.5m
  Progress: 127/140 | Rate: 0.09/s | ETA: 2.3m
  Progress: 128/140 | Rate: 0.09/s | ETA: 2.1m
  Progress: 129/140 | Rate: 0.09/s | ETA: 2.0m
  Progress: 130/140 | Rate: 0.09/s | ETA: 1.8m
  Progress: 131/140 | Rate: 0.09/s | ETA: 1.6m
  Progress: 132/140 | Rate: 0.09/s | ETA: 1.4m
  Progress: 133/140 | Rate: 0.09/s | ETA: 1.2m
  Progress: 134/140 | Rate: 0.09/s | ETA: 1.1m
  Progress: 135/140 | Rate: 0.09/s | ETA: 0.9m
  Progress: 136/140 | Rate: 0.09/s | ETA: 0.7m
  Progress: 137/140 | Rate: 0.09/s | ETA: 0.5m
  Progress: 138/140 | Rate: 0.09/s | ETA: 0.4m
  Progress: 139/140 | Rate: 0.09/s | ETA: 0.2m
  Progress: 140/140 | Rate: 0.09/s | ETA: 0.0m

✔ Done. 140 responses in 1474.6s (0.09/s)
>>> regime=vanilla  sample=2  21:28:49Z

============================================================
  Model:   gpt_oss_120b (openai/gpt-oss-120b-maas)
  Regime:  vanilla  |  Sample: 2  |  Run: run_20260521
  Output:  /home/satvik/Documents/CIKM/runs/run_20260521/responses/gpt_oss_120b_vanilla_sample2_responses.jsonl
============================================================
  Remaining: 140 prompts
  Progress: 1/140 | Rate: 0.14/s | ETA: 16.7m
  Progress: 2/140 | Rate: 0.20/s | ETA: 11.4m
  Progress: 3/140 | Rate: 0.19/s | ETA: 12.0m
  Progress: 4/140 | Rate: 0.15/s | ETA: 14.8m
  Progress: 5/140 | Rate: 0.15/s | ETA: 15.4m
  Progress: 6/140 | Rate: 0.15/s | ETA: 15.3m
  Progress: 7/140 | Rate: 0.14/s | ETA: 15.5m
  Progress: 8/140 | Rate: 0.14/s | ETA: 16.1m
  Progress: 9/140 | Rate: 0.13/s | ETA: 16.6m
  Progress: 10/140 | Rate: 0.12/s | ETA: 17.4m
  Progress: 11/140 | Rate: 0.13/s | ETA: 17.1m
  Progress: 12/140 | Rate: 0.12/s | ETA: 17.5m
  Progress: 13/140 | Rate: 0.12/s | ETA: 17.4m
  Progress: 14/140 | Rate: 0.12/s | ETA: 17.3m
  Progress: 15/140 | Rate: 0.12/s | ETA: 17.2m
  Progress: 16/140 | Rate: 0.12/s | ETA: 16.9m
  Progress: 17/140 | Rate: 0.12/s | ETA: 16.9m
  Progress: 18/140 | Rate: 0.12/s | ETA: 17.1m
  Progress: 19/140 | Rate: 0.12/s | ETA: 17.0m
  Progress: 20/140 | Rate: 0.12/s | ETA: 17.0m
  Progress: 21/140 | Rate: 0.12/s | ETA: 17.1m
  Progress: 22/140 | Rate: 0.12/s | ETA: 16.9m
  Progress: 23/140 | Rate: 0.12/s | ETA: 16.8m
  Progress: 24/140 | Rate: 0.12/s | ETA: 16.7m
  Progress: 25/140 | Rate: 0.11/s | ETA: 16.9m
  Progress: 26/140 | Rate: 0.11/s | ETA: 17.1m
  Progress: 27/140 | Rate: 0.11/s | ETA: 16.9m
  Progress: 28/140 | Rate: 0.11/s | ETA: 16.9m
  Progress: 29/140 | Rate: 0.11/s | ETA: 17.0m
  Progress: 30/140 | Rate: 0.11/s | ETA: 16.6m
  Progress: 31/140 | Rate: 0.11/s | ETA: 16.3m
  Progress: 32/140 | Rate: 0.11/s | ETA: 16.2m
  Progress: 33/140 | Rate: 0.11/s | ETA: 16.2m
  Progress: 34/140 | Rate: 0.11/s | ETA: 16.0m
  Progress: 35/140 | Rate: 0.11/s | ETA: 15.8m
  Progress: 36/140 | Rate: 0.11/s | ETA: 15.6m
  Progress: 37/140 | Rate: 0.11/s | ETA: 15.4m
  Progress: 38/140 | Rate: 0.11/s | ETA: 15.1m
  Progress: 39/140 | Rate: 0.11/s | ETA: 14.9m
  Progress: 40/140 | Rate: 0.11/s | ETA: 15.2m
  Progress: 41/140 | Rate: 0.11/s | ETA: 15.3m
  Progress: 42/140 | Rate: 0.11/s | ETA: 15.2m
  Progress: 43/140 | Rate: 0.11/s | ETA: 15.0m
  Progress: 44/140 | Rate: 0.11/s | ETA: 14.8m
  Progress: 45/140 | Rate: 0.11/s | ETA: 14.8m
  Progress: 46/140 | Rate: 0.11/s | ETA: 14.6m
  Progress: 47/140 | Rate: 0.11/s | ETA: 14.4m
  Progress: 48/140 | Rate: 0.11/s | ETA: 14.3m
  Progress: 49/140 | Rate: 0.11/s | ETA: 14.2m
  Progress: 50/140 | Rate: 0.11/s | ETA: 14.2m
  Progress: 51/140 | Rate: 0.11/s | ETA: 13.9m
  Progress: 52/140 | Rate: 0.11/s | ETA: 13.7m
  Progress: 53/140 | Rate: 0.11/s | ETA: 13.4m
  Progress: 54/140 | Rate: 0.11/s | ETA: 13.1m
  Progress: 55/140 | Rate: 0.11/s | ETA: 12.9m
  Progress: 56/140 | Rate: 0.11/s | ETA: 12.6m
  Progress: 57/140 | Rate: 0.11/s | ETA: 12.3m
  Progress: 58/140 | Rate: 0.11/s | ETA: 12.0m
  Progress: 59/140 | Rate: 0.11/s | ETA: 11.8m
  Progress: 60/140 | Rate: 0.12/s | ETA: 11.6m
  Progress: 61/140 | Rate: 0.11/s | ETA: 11.5m
  Progress: 62/140 | Rate: 0.11/s | ETA: 11.5m
  Progress: 63/140 | Rate: 0.11/s | ETA: 11.3m
  Progress: 64/140 | Rate: 0.11/s | ETA: 11.1m
  Progress: 65/140 | Rate: 0.11/s | ETA: 10.9m
  Progress: 66/140 | Rate: 0.12/s | ETA: 10.7m
  Progress: 67/140 | Rate: 0.12/s | ETA: 10.5m
  Progress: 68/140 | Rate: 0.12/s | ETA: 10.3m
  Progress: 69/140 | Rate: 0.12/s | ETA: 10.2m
  Progress: 70/140 | Rate: 0.12/s | ETA: 10.1m
  Progress: 71/140 | Rate: 0.11/s | ETA: 10.0m
  Progress: 72/140 | Rate: 0.11/s | ETA: 9.9m
  Progress: 73/140 | Rate: 0.11/s | ETA: 9.8m
  Progress: 74/140 | Rate: 0.11/s | ETA: 9.6m
  Progress: 75/140 | Rate: 0.11/s | ETA: 9.5m
  Progress: 76/140 | Rate: 0.11/s | ETA: 9.3m
  Progress: 77/140 | Rate: 0.11/s | ETA: 9.2m
  Progress: 78/140 | Rate: 0.11/s | ETA: 9.1m
  Progress: 79/140 | Rate: 0.11/s | ETA: 8.9m
  Progress: 80/140 | Rate: 0.11/s | ETA: 8.8m
  Progress: 81/140 | Rate: 0.11/s | ETA: 8.7m
  Progress: 82/140 | Rate: 0.11/s | ETA: 8.5m
  Progress: 83/140 | Rate: 0.11/s | ETA: 8.4m
  Progress: 84/140 | Rate: 0.11/s | ETA: 8.3m
  Progress: 85/140 | Rate: 0.11/s | ETA: 8.1m
  Progress: 86/140 | Rate: 0.11/s | ETA: 8.0m
  Progress: 87/140 | Rate: 0.11/s | ETA: 7.8m
  Progress: 88/140 | Rate: 0.11/s | ETA: 7.7m
  Progress: 89/140 | Rate: 0.11/s | ETA: 7.5m
  Progress: 90/140 | Rate: 0.11/s | ETA: 7.3m
  Progress: 91/140 | Rate: 0.11/s | ETA: 7.2m
  Progress: 92/140 | Rate: 0.11/s | ETA: 7.0m
  Progress: 93/140 | Rate: 0.11/s | ETA: 6.8m
  Progress: 94/140 | Rate: 0.11/s | ETA: 6.7m
  Progress: 95/140 | Rate: 0.12/s | ETA: 6.5m
  Progress: 96/140 | Rate: 0.12/s | ETA: 6.4m
  Progress: 97/140 | Rate: 0.12/s | ETA: 6.2m
  Progress: 98/140 | Rate: 0.12/s | ETA: 6.1m
  Progress: 99/140 | Rate: 0.11/s | ETA: 6.0m
  Progress: 100/140 | Rate: 0.11/s | ETA: 5.8m
  Progress: 101/140 | Rate: 0.11/s | ETA: 5.7m
  Progress: 102/140 | Rate: 0.11/s | ETA: 5.5m
  Progress: 103/140 | Rate: 0.11/s | ETA: 5.4m
  Progress: 104/140 | Rate: 0.11/s | ETA: 5.2m
  Progress: 105/140 | Rate: 0.11/s | ETA: 5.1m
  Progress: 106/140 | Rate: 0.11/s | ETA: 4.9m
  Progress: 107/140 | Rate: 0.11/s | ETA: 4.8m
  Progress: 108/140 | Rate: 0.11/s | ETA: 4.6m
  Progress: 109/140 | Rate: 0.11/s | ETA: 4.5m
  [cat4_real_005] [Attempt 1] Error: Expecting value: line 1 column 1 (char 0) — waiting 2s
  Progress: 110/140 | Rate: 0.11/s | ETA: 4.4m
  Progress: 111/140 | Rate: 0.11/s | ETA: 4.3m
  Progress: 112/140 | Rate: 0.11/s | ETA: 4.2m
  Progress: 113/140 | Rate: 0.11/s | ETA: 4.0m
  Progress: 114/140 | Rate: 0.11/s | ETA: 3.9m
  Progress: 115/140 | Rate: 0.11/s | ETA: 3.7m
  Progress: 116/140 | Rate: 0.11/s | ETA: 3.6m
  Progress: 117/140 | Rate: 0.11/s | ETA: 3.5m
  Progress: 118/140 | Rate: 0.11/s | ETA: 3.3m
  Progress: 119/140 | Rate: 0.11/s | ETA: 3.2m
  Progress: 120/140 | Rate: 0.11/s | ETA: 3.0m
  Progress: 121/140 | Rate: 0.11/s | ETA: 2.9m
  Progress: 122/140 | Rate: 0.11/s | ETA: 2.7m
  Progress: 123/140 | Rate: 0.11/s | ETA: 2.5m
  Progress: 124/140 | Rate: 0.11/s | ETA: 2.4m
  Progress: 125/140 | Rate: 0.11/s | ETA: 2.2m
  Progress: 126/140 | Rate: 0.11/s | ETA: 2.1m
  Progress: 127/140 | Rate: 0.11/s | ETA: 1.9m
  Progress: 128/140 | Rate: 0.11/s | ETA: 1.8m
  Progress: 129/140 | Rate: 0.11/s | ETA: 1.6m
  Progress: 130/140 | Rate: 0.11/s | ETA: 1.5m
  Progress: 131/140 | Rate: 0.11/s | ETA: 1.3m
  Progress: 132/140 | Rate: 0.11/s | ETA: 1.2m
